"id","wiki_friendly_title","Segment Ids","ISMAR Links","GIS Id","Alternate IDs","Location-lon","Location-lat","Average Depth (m)","Introduction (English)","Area (m^2)","Introduzione (Italiano)","Name","Length (m)","Insula Number","Target Depth (cm)"
"DEGO","Rio de S. Zan Degolà","DEGO3,DEGO4,DEGO1,DEGO2","2351,2352,2353,2387","DEGO",,"12.32701421","45.440411","-1.33","","2826.9","","Rio de S. Zan Degolà","369.4","31","200.0"
"GORN","Rio de le Gorne","GORN","2170,2171,2172","GORN",,"12.34960914","45.43633826","-1.07","Joseph Tassini in his book dedicated to the toponymy town, talking Gorne, informs us that it is the broad eaves marble - of which were equipped with the high walls of the Arsenal - throwing the rainwater coming from the nearby construction sites covered in the underlying channel.ï¿½Even today these Gorne perform the service primitive.ï¿½On the foundation of the same name, you can admire the old houses that the Republic of Venice granted to certain employees of the Arsenal, which the chiefs master 'saws' and above 'tornidori'.","1973.1","Giuseppe Tassini nel suo volume dedicato alla toponomastica cittadina, parlando delle gorne, ci informa che si tratta delle ampie grondaie in marmo - di cui erano munite le alte mura dell'Arsenale - che gettavano l'acqua pluviale proveniente dai coperti dei vicini cantieri nel sottostante canale. Ancor oggi queste gorne svolgono il primitivo servizio. Sulla fondamenta omonima si possono ammirare le vecchie case che la Repubblica di Venezia concedeva ad alcuni dipendenti dell'Arsenale, quali i capi mastri 'alle seghe' e i soprastanti 'tornidori'.","Rio de le Gorne","307.8","5","180.0"
"CALA",,"","",,,,,,,,,,,,
"LORE","Rio de S. Lorenzo","LORE2,LORE1","2072,2083","LORE",,"12.34436274","45.43682761","-1.45","Recent archaeological finds in the area of ??the church of San Lorenzo attesterebbero local presence of buildings used for worship since the early centuries after Christ.ï¿½A church dedicated to the saint, according to tradition was founded by the Roman Partecipazio, next to an existing Benedictine monastery was rebuilt at the end of the sixteenth century by the proto Simon Sister.ï¿½After 1810 the adjacent convent was used as a house of industry for employment of the poor and is now a rest home for the elderly, while the church was reopened to the interest of the abbot Daniel Canal, it was housed in the tomb Marco Polo, which have lost the traces probably during the restructuring of the sixteenth century.ï¿½Gentile Bellini's painting reproduced here (The Miracle of the Cross, 1496-1500) focuses on the bridge that connects the San Lorenzo area with the eponymous foundation (photo), the episode occurred in 1369 during the annual solemn procession of the School granda of San Giovanni Evangelista.ï¿½The relic of the Holy Cross fell from the bridge into the river below, was miraculously above the water and could be recovered by Andrea Vendramin, guardian grando School.","2973.1","Recenti ritrovamenti archeologici nell'area dell'attuale chiesa di San Lorenzo attesterebbero la presenza in loco di edifici destinati al culto fin dai primi secoli dopo Cristo. Una chiesa dedicata a quel santo secondo la tradizione sarebbe stata fondata da Romana Partecipazio, accanto ad un preesistente monastero benedettino e fu poi ricostruita alla fine del Cinquecento dal proto Simon Sorella. Dopo il 1810 l'adiacente convento fu destinato a Casa d'industria per dar lavoro ai poveri ed ï¿½ attualmente una Casa di riposo per anziani, mentre la chiesa fu riaperta al culto per interessamento dell'abate Daniele Canal; in essa era ospitata la tomba di Marco Polo, della quale si sono perdute le tracce probabilmente nel corso delle ristrutturazioni del XVI secolo. Il dipinto di Gentile Bellini qui riprodotto (Il miracolo della Croce, 1496-1500) ï¿½ focalizzato sul ponte che collega il campo San Lorenzo con l'omonima fondamenta (foto a fianco); ricorda l'episodio occorso nel 1369 durante l'annuale solenne processione della Scuola granda di San Giovanni Evangelista. Il reliquiario della Santa Croce, caduto dal ponte nel rio sottostante, rimase miracolosamente a fior d'acqua e potï¿½ essere recuperato da Andrea Vendramin, guardian grando della Scuola.","Rio de S. Lorenzo","230.2","24","200.0"
"ELEN","Rio de S. Elena","ELEN","2488,2489","ELEN",,"12.36326694","45.42722059","-0.52","It owes its name to the church of St. Helena, founded in the thirteenth century to house the remains of the saint arrived from Constantinople, a time rich in art treasures and important religious center, in 1807 the building was closed and reopened for worship later in 1928.ï¿½The channel is crossed by four bridges: the first leads to the Morosini Naval College, with the second of the avenue that leads to the church, with the third to the football field and finally the last of the dock Pleasure sailing Venice.","5751.7","Deve il proprio nome alla chiesa di Sant'Elena, fondata nel XIII secolo per accogliere le spoglie della santa giunte da Costantinopoli; un tempo ricco di tesori d'arte e centro religioso importante, nel 1807 l'edificio fu chiuso al culto e riaperto solo in seguito nel 1928. Il canale ï¿½ attraversato da quattro ponti: con il primo si accede al Collegio Navale Morosini, con il secondo al viale che conduce alla chiesa, con il terzo al campo sportivo e infine con l'ultimo alla darsena del Diporto velico veneziano.","Rio de S. Elena","459.9","38","220.0"
"CANT",,"CANT01","",,,,,,,,,,,,
"ARSE","Rio de l'Arsenal","ARSE","2476,2477","ARSE",,"12.349931","45.43380865","-2.54","The 'Cas de l'arsenal' - as was customary to call it - is one of the most fascinating and representative of Venice, mentioned by Dante Alighieri in the famous triplets in the twenty-first canto of the Inferno.ï¿½His first group, probably built in the early twelfth century, was gradually enlarged by successive phases, the last of which in the years immediately before the First World War.ï¿½A unique production complex, which in the era of its greatest splendor was able to set up in a few months, a fleet of one hundred galleys of war and came to occupy an area of ??240 hectares.ï¿½During the Venetian Republic his administration was entrusted to the Patrons and supervisors Arsenal, magistrates who lived in so-called palace of Heaven, Purgatory and Hell; buildings located near the monumental gateway 'from the ground', visible in the painting by Canaletto preserved in the collection of the Duke of Bedford (bottom).ï¿½The wooden bridge in the foreground, in front of the inlet water, was then a drawbridge to allow passage of galleys, the seventeenth-century church of Our Lady of Arsenal, visible on the right of the picture, was demolished in 1809.ï¿½The rivum de Arsana (sometimes called rio de galleasses) is mentioned for the first time during an excavation carried out in 1224 [Dorigo, in this volume, p.ï¿½26].","3908.7","La 'Cas de l'arsenal' - come s'usava chiamare - ï¿½ uno dei luoghi piï¿½ affascinanti e rappresentativi di Venezia, ricordato da Dante Alighieri nelle celebri terzine del XXI canto dell'Inferno. Il suo primo nucleo, edificato probabilmente all'inizio del XII secolo, venne progressivamente ingrandito per fasi successive, l'ultima delle quali negli anni immediatamente precedenti la Prima guerra mondiale. Un complesso produttivo unico nel suo genere, che nell'epoca del suo massimo splendore era in grado di allestire nel volgere di pochi mesi una flotta di cento galere da guerra e che giunse ad occupare una superficie di ben 240 ettari. Nel corso della Repubblica veneta la sua amministrazione era affidata ai Patroni e provveditori dell'arsenal, magistrati che risiedevano nei cosiddetti palazzo del Paradiso, del Purgatorio e dell'Inferno; edifici ubicati in prossimitï¿½ alla monumentale porta d'ingresso 'da terra', visibile nel dipinto del Canaletto conservato nella collezione del duca di Bedford (in basso). Il ponte ligneo in primo piano, antistante l'ingresso acqueo, era all'epoca levatoio, per consentire il passaggio delle galere; la secentesca chiesetta della Madonna dell'Arsenal, visibile sulla destra del quadro, venne demolita nel 1809. Il rivum de arsana (talvolta chiamato anche rio de le galeazze) viene citato per la prima volta in occasione di un escavo effettuato nel 1224 [Dorigo, in questo volume, p. 26].","Rio de l'Arsenal","261.9","24","220.0"
"PIOM","Rio del Piombo","PIOM1,PIOM2","2067,2154,2155,2156,2374","PIOM",,"12.33985126","45.43813753","-1.31","The presence in the district of Santa Marina a caster of metals and lead in particular (a brusapiombo) gave rise all'idronimo.ï¿½In June 1559 he died in this area some Pasqueta, daughter of Domenico Brusapiombo, while around 1650 attest to the presence of a bridge of lead.ï¿½The long, narrow stream, scarcely used for inland navigation, it is vital for unloading the various shops who gravitate to the area of ??San Lio-Santa Marina.ï¿½Along the route of the river facing various buildings, Ca 'Marcello, where he lived EV Rieu, and palaces from Martinengo balls, Carminati, Contarini and Cavazza.","1203.9","La presenza nella contrada di Santa Marina di un fonditore di metalli e di piombo in particolare (un brusapiombo) ha dato origine all'idronimo. Nel giugno del 1559 morï¿½ in questa zona una certa Pasqueta, figlia di Domenico Brusapiombo, mentre verso il 1650 ï¿½ attestata la presenza di un ponte del piombo. Il lungo e stretto corso d'acqua, scarsamente usato per la navigazione interna, ï¿½ comunque di vitale importanza per lo scarico delle merci per i vari negozi che gravitano nella zona di San Lio-Santa Marina. Lungo il percorso del rio si affacciano vari edifici, Ca' Marcello, ove abitï¿½ Ippolito Pindemonte, e i palazzi Martinengo Dalle Palle, Carminati, Contarini e Cavazza.","Rio del Piombo","272.7","3","180.0"
"ASSA",,"ASSA02,ASSA01","",,,,,,,,,,,,
"DEM1",,"DEM101","",,,,,,,,,,,,
"BERN","Rielo S. Antonio-de Ca' Bernardo","BERN","2319","BERN",,"12.3294282","45.4384236","-1.02","","200.7","","Rielo S. Antonio-de Ca' Bernardo","52.9","8","200.0"
"PARM",,"PARM01","",,,,,,,,,,,,
"DEM2",,"DEM201","",,,,,,,,,,,,
"GIOR","Canal de San Giorgio Maggior","GIOR1,GIOR2","3098,3100","GIOR",,"12.34176636","45.42645256",,"","25850.7","","Canal de San Giorgio Maggior","410.3","23",
"MOCE","Rio Mocenigo o de la Rioda o de S. Stae","MOCE","2364,2411","MOCE",,"12.33027577","45.44070459","-1.56","","1090.2","","Rio Mocenigo o de la Rioda o de S. Stae","272.4","15","200.0"
"TRON","Rio de Ca' Tron","TRON","2379,2380","TRON",,"12.32926726","45.44125412","-2.03","","587.0","","Rio de Ca' Tron","172.4","15","180.0"
"ROVI",,"ROVI01","",,,,,,,,,,,,
"AMAL","Rio Amalteo","AMAL","2300","AMAL",,"12.32848406","45.43761808","-1.36","In the eighteenth century it was called the Rio nomboli or branch of the river of Saoneri, the names of some streets adjacent to it.ï¿½More recently appears suddenly hydronym current, borrowed from a nearby palace inhabited by the family or Amalteo Amalthea until the middle of the last century.ï¿½A first partial burial of the river was made in 1779, which was followed by a second operation in 1824 which left him with a total length of 26 meters.ï¿½In 1914 the court Amalthea - which can be accessed through the sotoportego visible in the photograph by side - was the subject of an attempt to connect via a bridge, the street that leads to the nearby Campo San Polo.","143.2","Nel XVIII secolo era chiamato rio dei nomboli o ramo del rio dei saoneri, dal nome di alcune calli ad esso adiacenti. In epoca piï¿½ recente compare improvvisamente l'idronimo attuale, preso a prestito da un vicino palazzo abitato dalla famiglia Amalteo o Amaltea fino alla metï¿½ del secolo scorso. Un primo parziale interramento del rio fu eseguito nel 1779, cui fece seguito nel 1824 un secondo intervento che lo ridusse alla lunghezza complessiva di 26 metri. Nel 1914 la corte Amaltea - alla quale si accede attraverso il sotoportego visibile nella fotografia a fianco - fu oggetto di un tentativo di collegamento, mediante un ponte, con la calle che conduce al vicino campo San Polo.","Rio Amalteo","25.7","8","200.0"
"BECA","Rio de le Becarie","BECA1,BECA2","2327,2328,2329,2330,2331","BECA",,"12.33309746","45.43925169","-1.04","In the twelfth century this channel was called rio Magadeso, by the family resident in Rialto.ï¿½Two centuries later changes, for similar reasons, the primitive name to the Ca 'Bellegno, only a few centuries later will consolidate the current hydronym, reminiscent of the presence in the area of ??public becarï¿½e (slaughterhouses) moved here - in 1339 - from the neighboring district of San Giovanni Elemosinario.ï¿½In ancient times was the organization of Supply of meat to the population of the Venetian ducat, entrusted to organs and different offices until the establishment in 1545 of a permanent nature judiciary: the Superintendents above Beccarie, which were growing and then exclusive jurisdiction.ï¿½The mouth of the Rio de becarie towards the Grand Canal can be seen to the left in the photo, a modern building in neo-Gothic style, built in 1908 and designed by Carlo Laurenti and Domenico Rupolo and intended to fish.","1163.1","Nel XII secolo questo canale era chiamato rio Magadeso, dall'omonima famiglia abitante nell'area realtina. Due secoli piï¿½ tardi muta, per analoghi motivi, la primitiva denominazione in quella di Ca' Bellegno; solo qualche secolo piï¿½ tardi si consoliderï¿½ l'attuale idronimo, che ricorda la presenza nella zona delle pubbliche becarï¿½e (macelli) qui trasferite - nel 1339 - dalla vicina contrada di San Giovanni Elemosinario. A tempi remotissimi risale l'organizzazione dell'approvigionamento delle carni per la popolazione del ducato veneziano, affidata ad organi e uffici diversi fino all'istituzione, nel 1545, di una magistratura a carattere permanente: i Provveditori sopra le beccarie, che ebbero crescente e poi esclusiva giurisdizione in materia. All'imbocco del rio de le becarie verso il Canal Grande si scorge, a sinistra nella foto, un moderno edificio in stile neogotico, costruito nel 1908 su progetto di Carlo Laurenti e Domenico Rupolo e destinato a pescheria.","Rio de le Becarie","254.4","16","180.0"
"TROV","Rio de S. Trovaso","TROV1,TROV2,TROV3","2019,2226,2227,2228","TROV",,"12.32655287","45.4310907","-1.44",,"3555.5",,"Rio de S. Trovaso","324.5","19","200.0"
"FOSC","Rio de S. Fosca","FOSC2,FOSC1","2394,2400","FOSC",,"12.33243227","45.44313603","-1.18","The name of the river derives from the church of ancient origin, dedicated to the saint whose relics are venerated in Torcello from the ninth century.ï¿½It was built in its present form at the end of the seventeenth century, while the faï¿½ade dates back to 1741.ï¿½At the field stands the bronze monument dedicated to Paolo Sarpi, work late nineteenth century by Emilio Marsili.ï¿½Paolo Sarpi, an eminent historian, the Council of Trent opposed to the Catholic Church by Pope Paul V and defended the Venetian Republic in 1606 when Rome gave an interdict.ï¿½It overlooks the Rio Ca 'Dona-Giovanelli, building of the first half of the fifteenth century, once housed the famous collection of works of art principles Giovanelli, which included the Storm by Giorgione.Overlooking the river is also Ca 'Vendramin, of interest to the facade of the Renaissance and its portal, the owner, Gabriele Vendramin, a Venetian nobleman of the sixteenth century, he collected numerous works of art, now in the British Museum in London are kept books with drawings by Jacopo Bellini belonged to him.ï¿½A moment of Venetian life is shown (bottom) in the War of the sticks of Ponte di Santa Fosca, painted by Gabriel Bella (1730-1799).","1690.8","Il nome del rio deriva dall'omonima chiesa, di antichissima origine, dedicata alla santa le cui reliquie si venerano a Torcello dal IX secolo. Fu eretta nella forma attuale alla fine del Seicento, mentre la facciata risale al 1741. Presso il campo si erge il monumento bronzeo, dedicato a Paolo Sarpi, opera tardo-ottocentesca di Emilio Marsili. Paolo Sarpi, storico eminente, nel Concilio di Trento si oppose alla Chiesa Cattolica di papa Paolo V e difese la Repubblica veneta quando nel 1606 Roma le diede l'interdetto. Si affaccia sul rio Ca' Donï¿½-Giovanelli, edificio della prima metï¿½ del Quattrocento; un tempo ospitava la famosa collezione di opere d'arte dei principi Giovanelli, che comprendeva la Tempesta del Giorgione. Prospiciente al rio sorge anche Ca' Vendramin, interessante per la facciata del primo Rinascimento e per il suo portale; il proprietario, Gabriele Vendramin, patrizio veneziano del Cinquecento, vi raccolse numerose opere d'arte; oggi presso il British Museum di Londra sono conservati i libri con i disegni di Jacopo Bellini a lui appartenuti. Un momento di vita veneziana ï¿½ rappresentato (in basso) nella Guerra dei bastoni su Ponte di Santa Fosca, dipinto da Gabriel Bella (1730-1799).","Rio de S. Fosca","146.9","13","200.0"
"AMAV",,"AMAV01","",,,,,,,,,,,,
"2TOR","Rio de le Do Torre","2TOR1,2TOR2","2321,2361","2TOR",,"12.32927799","45.43858922","-1.29","Ancient chronicles state that existed in this area, at least the eleventh century, a building with two corner towers, type widespread in the city at that time.ï¿½To substantiate this news you can remember the old Doge's Palace (with four corner towers), the Ca 'Molin two towers on the Riva degli Schiavoni (which was hosted Petrarch) and the Moro houses built in St. Jerome, to' extreme edge of Cannaregio, [supra, n card.ï¿½22].ï¿½In the photograph reproduced here, focused on the massive size of the bell tower of the Frari, glimpsed on the left part of the fourteenth century Ca 'Bernardo (hence the current name of the river) and near the mouth of the St. Anthony Riello, largely basement during the eighteenth century.","419.9","Le antiche cronache ricordano che in questa zona esisteva, almeno dall'undicesimo secolo, un palazzo munito di due torri angolari, tipologia molto diffusa in cittï¿½ in quell'epoca. A suffragare questa notizia si possono ricordare l'antico Palazzo dogale (con quattro torri angolari), la Ca' Molin dalle due torri sulla riva degli Schiavoni (nella quale venne ospitato il Petrarca) e le case dei Moro edificate a San Girolamo, all'estrema periferia di Cannaregio, [supra, scheda n. 22]. Nella fotografia qui riprodotta, focalizzata sulla poderosa mole del campanile dei Frari, s'intravvede sulla sinistra una parte della trecentesca Ca' Bernardo (da cui l'attuale nome del rio) e lo sbocco del vicino riello di Sant'Antonio, in gran parte interrato nel corso del XVIII secolo.","Rio de le Do Torre","67.7","8","180.0"
"CAND",,"CAND01","",,,,,,,,,,,,
"1FIS","Rio primo de Sacca Fisola","1FIS","3011","1FIS",,"12.31290579","45.42597065",,"","3311.8","","Rio primo de Sacca Fisola","165.7","21",
"FRES","Rio de la Frescada","FRES","2126,2292","FRES",,"12.32616663","45.43593925","-1.41","The fourteenth-century Ca 'From Frescada on which jut elegant chimneys, circular, has a beautiful four-light window on the first floor and the other elements of its former glory on the second floor and in the interior.ï¿½From the House of Frescada, which gave its name to the river below (bottom, in the representation of Angelo Brombo, Rio Venice, 1950-55), came to Venice from Istria and closed at the end of the fourteenth century.ï¿½The building became the property of a branch of the Corner, nicknamed 'From Frescada', and then to Loredan, from 1567 to 1570 was the residence of the Doge Pietro.ï¿½Currently, the building houses the Department of Legal Sciences of the University of Venice.ï¿½At the confluence of the Rio Grand Canal is located in Ca 'Grimani (photo), still inhabited by the descendants of the ancient patrician family.ï¿½At the opposite end the river washes over the area known as 'Castelforte', the imposing century Granda School of San Rocco, it houses the famous series of paintings by Jacopo Tintoretto dedicated to episodes from the Old and New Testament .","1378.8","La trecentesca Ca' Dalla Frescada, sulla quale svettano eleganti comignoli a forma circolare, presenta una bella quadrifora al piano nobile ed altri elementi del suo primitivo splendore al secondo piano e negli interni. Il casato dei Dalla Frescada, che diede il nome al sottostante rio (in basso, nella rappresentazione di Angelo Brombo, Rio di Venezia, 1950-55), giunse a Venezia dall'Istria e si estinse alla fine del XIV secolo. L'edificio passï¿½ in proprietï¿½ ad un ramo dei Corner, soprannominato 'Dalla Frescada', e da questo ai Loredan; dal 1567 al 1570 fu la dimora del doge Pietro. Attualmente il palazzo ospita il Dipartimento di scienze giuridiche dell'Universitï¿½ degli studi di Venezia. Alla confluenza del rio in Canal Grande si erge Ca' Grimani (foto a fianco), ancor oggi abitata dai discendenti dell'antico casato patrizio. All'estremitï¿½ opposta il rio lambisce l'area conosciuta come 'Castelforte', dominata dall'imponente mole della cinquecentesca Scuola Granda di San Rocco, che conserva al suo interno il celebre ciclo pittorico di Jacopo Tintoretto dedicato ad episodi dell'antico e nuovo Testamento.","Rio de la Frescada","267.5","33","180.0"
"FORM","Rio de S.M. Formosa","FORM","2065","FORM",,"12.34151959","45.43688783","-1.2","The church of Santa Maria Formosa is one of the eight churches founded, according to legend, by San Magno, bishop of Oderzo in the seventh century.ï¿½The Cappello family made him realize the faï¿½ade in 1542 in memory of Vincenzo Cappello, admiral of the Venetian fleet victorious against the Turks.ï¿½Along the stream Palazzo Querini Stampalia.ï¿½Banned in the fifteenth century, after having participated in the conspiracy from 1310 to Baiamonte Tiepolo against the Doge Pietro Gradenigo, the Querini family settled on the Greek island of Astypalea, in 1868 Giovanni, the last descendant, donated to the city palace, now the home of the library and art gallery.ï¿½Below, Gabriel Bella, The Feast of Santa Maria Formosa in February 2, 1782 ca.","1042.1","La chiesa di Santa Maria Formosa ï¿½ una delle otto chiese fondate, secondo la leggenda, da San Magno, vescovo di Oderzo nel VII secolo. La famiglia Cappello fece realizzare nel 1542 la facciata in memoria di Vincenzo Cappello, ammiraglio della flotta veneziana vittoriosa contro i turchi. Costeggia il rio palazzo Querini Stampalia. Bandita nel XV secolo, dopo aver partecipato nel 1310 al complotto ordito da Baiamonte Tiepolo contro il doge Pietro Gradenigo, la famiglia Querini si stabilï¿½ nell'isola greca di Stampalï¿½a; nel 1868 Giovanni, l'ultimo discendente, donï¿½ alla cittï¿½ il palazzo, oggi sede della omonima biblioteca e pinacoteca. Sotto, Gabriel Bella, La festa del 2 febbraio a Santa Maria Formosa, 1782 ca.","Rio de S.M. Formosa","164.6","4","180.0"
"FORN","Rio de la Fornasa","FORN1,FORN2","2272,2273,2274","FORN",,"12.3326683","45.42975049","-1.23","The long and straight stream of artificial origin, connects the Canal Grande (in the background in the photo on the right) with the Giudecca Canal, that is seen in the background in the painting by Nino Springolo (Foundation of Venice, 1950).ï¿½On the left, the background of the painting, you can see the side buttresses of 'salons', a series of nine large hangars masonry of fifteenth-century overlooking the foundations of the rafts used by that time and until the beginning of our century as a public deposit of salt.ï¿½The name of the river recalls the presence of a kiln for firing bricks and other artifacts brick, attested since the Middle Ages in an urban area which also concentrated deposits of sand, lime, clay and wood, which still remains witness in local place names in the area.ï¿½The Rio de la fornasa was a time in direct communication with the nearby Rio Terï¿½ of the Catechumens by Rielo of Lanza (now Rio Terï¿½ of Spezier), buried in 1755.ï¿½At the confluence of the river in the Grand Canal stands a curious building, built in the twenties in neo-Renaissance style project of the Dall'Olivos, better known as building Salviati, has the entire facade embellished with a large polychrome mosaic put into operation in 1926.","1958.2","Il lungo e rettilineo rio, di origine artificiale, collega il Canal Grande (sullo sfondo nella foto a fianco) con il canale della Giudecca, che s'intravvede in secondo piano nella tela di Nino Springolo (Fondamenta di Venezia, 1950). A sinistra, sullo sfondo del dipinto, si possono notare i contrafforti laterali dei 'saloni': una serie di nove grandi capannoni in muratura d'impianto quattrocentesco affacciati sulla fondamenta de le Zattere, utilizzati da quell'epoca e fino all'inizio del nostro secolo quale pubblico deposito del sale. La denominazione del rio ricorda la presenza di una fornace per la cottura di mattoni ed altri manufatti in laterizio, attestata fin dal Medioevo in un'area urbana in cui si concentravano altresï¿½ depositi di sabbia, calce, argilla e legname, di cui rimane ancor oggi testimonianza nella locale toponomastica della zona. Il rio de la fornasa era un tempo in diretta comunicazione con il vicino rio terï¿½ dei Catecumeni mediante il rielo della Lanza (l'attuale rio terï¿½ del spezier), interrato nel 1755. Alla confluenza del rio in Canal Grande si erge un curioso edificio, costruito negli anni Venti in stile neorinascimentale su progetto dell'ingegnere Dall'Olivo; meglio conosciuto come palazzina Salviati, ha l'intera facciata impreziosita da un grande mosaico policromo messo in opera nel 1926.","Rio de la Fornasa","272.9","20","180.0"
"CANA",,"CANA01","",,,,,,,,,,,,
"CANN","Canal de Cannaregio","CANN4,CANN1,CANN2,CANN3","2388,2389,2431,2432,2433,2434","CANN",,"12.32221842","45.44501788","-2.1","Among the many assumptions about the origin of this canal, it must be reported the existence of a part of the Venetian Senate in 1339, which gave five wise men bring to the task of San Zulian - on the edge of the eaves of the opposite mainland - in order to evaluate the measures to be taken to prevent the continued spread of landfills and the reed to the city. From this presence marsh origin derives perhaps the naming of the district and the main canal that intersects, bordered by two large and sunny deeply along which overlook splendid buildings interspersed with modest housing: Ca 'Labia, Ca' Surian Bellotto (visible at the left in the photo and - bottom - engraving printed by Luca Carlevarijs of 1703), Ca 'Savorgnan, Ca' Bonfadini, Ca 'Nani, and the typical tower houses over six or seven layers of the old Ghetto.","17435.5","","Canal de Cannaregio","797.2","28","220.0"
"FORT",,"FORT01,FORT02","",,,,,,,,,,,,
"CANO","Rio de la Canonica o de Palazzo","CANO","2463,2464","CANO",,"12.34060764","45.43473468","-1.27","","2814.6","","Rio de la Canonica o de Palazzo","281.5","10","200.0"
"DANI","Rielo de S. Daniel","DANI","2166,2167,2168,2169","DANI",,"12.35665798","45.43377101","-0.76","The Rielo intersects an area that has remained intact landscape aspects of the city folk: a narrow waterway, flanked by a foundation, which overlooks a number of houses with one or two storey building typical lower lagoon.ï¿½It owes its name to the church of San Daniele (demolished in 1839) whose presence is attested in the early thirteenth century, the convent of the same name in the Napoleonic era was converted into a barracks for the troops, marines, because of its proximity to the Arsenal and remained so until today, when a radical restoration work recently changed the intended use.ï¿½In the seventeenth century the Rielo de San Daniel was called also 'the forner' or 'de columns', respectively, for the presence nearby of a baker and a building portico resting on stone pillars.","1692.0","Il rielo interseca una zona che ha conservati intatti gli aspetti paesaggistici della cittï¿½ popolare: uno stretto corso d'acqua, affiancato da una fondamenta, sul quale si affaccia una serie di casette ad uno o due piani, tipiche dell'edilizia minore lagunare. Deve il nome alla chiesa di San Daniele (demolita nel 1839) la cui presenza ï¿½ attestata agli inizi del XIII secolo; l'omonimo convento in epoca napoleonica fu adattato a caserma per le truppe di marina, per via della sua vicinanza con l'Arsenale, e tale rimase fino ai giorni nostri, quando un recente radicale restauro ne modificï¿½ la destinazione d'uso. Nel XVII secolo il rielo de San Daniel si denominava anche 'del forner' o 'de le colonne', per la presenza nelle vicinanze rispettivamente di un fornaio e di un edificio porticato poggiante su pilastri in pietra.","Rielo de S. Daniel","296.7","9","180.0"
"DEMU",,"DEMU01","",,,,,,,,,,,,
"CSER",,"CSER01","",,,,,,,,,,,,
"DOMI","Rio de S. Maria Mater Domini","DOMI","2362,2363","DOMI",,"12.33079076","45.43979371","-1.15","The ancient medieval church of Santa Maria Mater Domini was rebuilt in the sixteenth century probably designed by John Buora.ï¿½The faï¿½ade in Istrian stone, Jacopo Sansovino, is joined by classic scroll and a triangular pediment.ï¿½It stands on the river, with the main facade facing the Grand Canal, Ca 'Pesaro, the Museum of Modern Art, in the background of the photograph.ï¿½At the bridge of Santa Maria Mater Domini stands Gozzi palace, built in the seventeenth century which takes its name from the rich family of silk merchants.ï¿½In front of the old houses of the Zane family of the thirteenth century, with quadrifora decorated with paterae and crosses stuck in Veneto-Byzantine style.","1606.5","L'antica chiesa medievale di Santa Maria Mater Domini fu ricostruita nel Cinquecento probabilmente su progetto di Giovanni Buora. La facciata in pietra d'Istria, di Jacopo Sansovino, ï¿½ raccordata da volute classiche e da un timpano triangolare. Sorge sul rio, con la facciata principale rivolta verso Canal Grande, Ca' Pesaro, sede del Museo di arte moderna, visibile sullo sfondo della fotografia. All'altezza del ponte di Santa Maria Mater Domini si erge palazzo Gozzi, edificio del XVII secolo che trae il nome dalla ricca famiglia di commercianti di seta. Di fronte, le antiche case della famiglia Zane del XIII secolo, con quadrifora decorata da patere e croci infisse in stile veneto-bizantino.","Rio de S. Maria Mater Domini","283.0","15","180.0"
"MARI","Rio de S. Marina","MARI2,MARI1,MARI4,MARI3","2058,2059,2061,2490","MARI",,"12.33919144","45.43881506","-1.67","The church of Santa Marina was the destination on July 17 of each year of the Doge and the Signoria in commemoration of the conquest, in the year 1509, the city of Padua, which had been withdrawn from the Venetian rule after the war supported by Venice against states coalition of the League of Cambray.ï¿½The church was deconsecrated in 1818 and shortly afterwards destroyed.ï¿½It is located parallel to the distant palace Marcello Pindemonte-Gothic structure purchased in 1474 by the Doge Nicolo Marcello, in the seventeenth century Baldassare Longhena rebuilt the main facade.ï¿½Passed in 1701, the family Pindemonte (which also belonged to the famous poet Ippolito), the building was renovated and enlarged.","2018.8","La chiesa di Santa Marina era meta il 17 luglio di ogni anno del doge e della Signoria a commemorazione della riconquista, avvenuta nell'anno 1509, della cittï¿½ di Padova che era stata sottratta al dominio veneziano in seguito alla guerra sostenuta da Venezia contro gli stati coalizzati nella Lega di Cambray. La chiesa fu sconsacrata nel 1818 e poco dopo distrutta. Sorge parallelo al rio palazzo Marcello-Pindemonte, costruzione gotica acquistata nel 1474 dal doge Nicolï¿½ Marcello; nel XVII secolo Baldassare Longhena ricostruï¿½ la facciata principale. Passato nel 1701 alla famiglia Pindemonte (cui apparteneva anche il celebre poeta Ippolito), il palazzo fu ampliato e restaurato.","Rio de S. Marina","164.1","3","200.0"
