!!id,!!type,larghezza media (m),zoom,fondo cementificato,ID,ID del rio,ID intersezione Nord,larghezza minima (m),superficie (m2),ID intersezione Sud,Y,X,lunghezza (m),jobs,jobItems
FORT01,segmenti,11.3 m,545.6399024,no,FORT01,FORT,II5020,6.5 m,7270.57,II5030,5027700.151,2311870.539,645.8,[],[]
FORT02,segmenti,12.8 m,379.6872061,no,FORT02,FORT,II5020,9.7 m,4565.29,II5030,5027717.853,2311815.447,357.87,[],[]
FOSC01,segmenti,9.5 m,50,no,FOSC01,FOSC,II0160,9.2 m,78.2611,II0165,5035705.61,2311335.103,8.19,"[00119, 00232]","[00119SC0002, 00119SC0004, 00119SC0012, 00119SC0015]"
FOSC02,segmenti,10.6 m,133.3657438,no,FOSC02,FOSC,II0165,7 m,1470.57,II0230,5035647.365,2311400.025,138.68,"[00119, 00232]","[00119SC0004, 00119SC0012]"
FRAR01,segmenti,8.5 m,103.850675,no,FRAR01,FRAR,II0605,5.2 m,746.723,II0685,5035019.517,2310962.93,87.56,"[232/1, 00102, 00517]","[00102SC0012, 00102SC0015, 00102SC0016]"
FRAR02,segmenti,7.3 m,50,no,FRAR02,FRAR,II0685,6.7 m,249.413,II0700,5034971.995,2310998.269,34.27,"[232/1, 00102, 00517]","[00102SC0015, 00102SC0016, 00102SC0017]"
FRES01,segmenti,5.2 m,228.3488616,no,FRES01,FRES,II0720,2.4 m,1379.31,II0875,5034864.824,2310865.77,267.49,"[232/1, 00102, 00472, 00517]","[00102SC0010, 00102SC0011, 00102SC0018, 00102SC0024]"
FUOC01,segmenti,17.1 m,138.2452855,no,FUOC01,FUOC,IE5120,14 m,2464.98,,5033752.289,2315081.959,136.53,[],[]
FUSE01,segmenti,7 m,125.2613452,no,FUSE01,FUSE,II0935,5 m,871.4,II0960,5034721.603,2311575.274,124.75,[00232],[]
GAFF01,segmenti,9.9 m,237.4356108,no,GAFF01,GAFF,II0660,4.6 m,2659.99,II0800,5034927.363,2310565.134,269.03,"[232/1, 00144, 00145, 00517]","[00144SC0001, 00144SC0002, 00145SC0001]"
GALE01,segmenti,55 m,460.220421,no,GALE01,GALE,IE0570,7.6 m,19510.6,II0910,5034930.958,2312819.436,0,[00232],[]
GALE02,segmenti,39.5 m,124.5517633,no,GALE02,GALE,II0910,80 m,3372.77,II0985,5034734.766,2312749.158,0,[00232],[]
GARZ01,segmenti,5.8 m,140.9489537,no,GARZ01,GARZ,II0805,3.8 m,1049.75,II0970,5034752.233,2311207.335,182.07,"[00003, 00108, 00232]","[00003SC0065, 00108SC0006, 00108SC0010, 00108SC0016]"
GERO01,segmenti,10.8 m,361.8629038,no,GERO01,GERO,II0940,7 m,3671.32,II1120,5034624.915,2313208.187,341.17,"[00160, 00232, II495, II497, 00218, 00220]",[]
GESU01,segmenti,18.1 m,171.5414049,no,GESU01,GESU,IE0175,16.2 m,2329.79,II0260,5035630.073,2311935.878,128.39,[00232],[]
GESU02,segmenti,10.4 m,59.91916529,no,GESU02,GESU,II0260,8 m,455.708,II0300,5035535.234,2311907.227,44.03,"[00232, 00189]","[00189SC0007, 00189SC0008, 00189SC0009, 00189SC0016, 00189SC0018]"
GHET01,segmenti,8.6 m,129.7945399,no,GHET01,GHET,II0065,5.2 m,1687.39,II0070,5035899.602,2310965.177,196.29,"[00101, 00232]","[00101SC0002, 00101SC0005, 00101SC0006, 00101SC0007, 00101SC0012, 00101SC0018]"
GIAR01,segmenti,34.4 m,140.0938252,no,GIAR01,GIAR,II1255,15.8 m,3280.69,II1305,5034316.353,2313430.614,95.47,"[00413, 00232, 00169, II496, II497, 00218, 00220]",[]
GIAR02,segmenti,29.4 m,95.27996893,no,GIAR02,GIAR,II1305,24.4 m,2020.06,II1325,5034230.557,2313445.342,68.66,"[00413, 00232, II497, 00218, 00220]",[]
GIAR03,segmenti,17.8 m,469.712691,no,GIAR03,GIAR,II1325,11.8 m,6396.94,IE1430,5034021.358,2313426.708,359.21,"[00003, 00413, 00232, II497, 00218, 00220]","[00003SC0115, 00413SC0006, 00413SC0007, 00413SC0008, 00413SC0009]"
GIOB01,segmenti,6 m,279.2205175,no,GIOB01,GIOB,II0055,3.2 m,1647.87,II0140,5035869.997,2310364.976,274.35,"[00232, II504]",[]
GIOR01,segmenti,60.6 m,333.4052882,no,GIOR01,GIOR,IE1385,42.6 m,12723.48,II1435,5033952.68,2312097.96,210.05,"[232/1, 00517]",[]
GIOR02,segmenti,65.6 m,279.8692695,no,GIOR02,GIOR,II1435,60 m,13146.61,IE1500,5033729.778,2312059.924,200.33,"[232/1, 00517]",[]
GIRO01,segmenti,12.2 m,377.3570065,no,GIRO01,GIRO,II0020,7.6 m,4749.65,II0050,5036060.974,2310743.889,389.16,"[00101, 00232]","[00101SC0001, 00101SC0002, 00101SC0003, 00101SC0004, 00101SC0006, 00101SC0013, 00101SC0017]"
GIUD01,segmenti,8.8 m,344.567029,no,GIUD01,GIUD,IE5225,5.8 m,2806.71,IE5110,5040027.575,2318129.787,317.68,"[00303, 00211, 00376, 00158]","[00303SC0001, 00303SC0002, 00303SC0004, 00211SC0001, 00211SC0002]"
GIUS01,segmenti,15.1 m,299.038408,no,GIUS01,GIUS,IE0430,9.2 m,3395.14,II0630,5035156.679,2312428.684,225.5,"[00104, 00232]","[00104SC0008, 00104SC0010]"
GORN01,segmenti,6.4 m,346.4711497,no,GORN01,GORN,II0705,2.8 m,1973.09,II0965,5034831.66,2312695.407,307.82,"[00115, 00232, 00447]","[00115SC0002, 00115SC0004, 00115SC0008, 00115SC0010, 00115SC0011, 00447SC0003, 00447SC0005, 00447SC0006, 00447SC0007]"
GOZZ01,segmenti,7.2 m,164.7042798,no,GOZZ01,GOZZ,II0270,4.8 m,1170.98,II0300,5035530.945,2311814.959,163.49,"[00003, 00232, 00448, 00189, II502]","[00003SC0043, 00189SC0001, 00189SC0008, 00189SC0009, 00189SC0010, 00189SC0017, 00189SC0018]"
GRAN01,segmenti,77.4 m,419.6235996,no,GRAN01,GRAN,IE0220,44.6 m,28096.82,II0375,5035496.201,2310154.718,362.88,"[232/1, 00232, 00517]",[]
GRAN02,segmenti,79 m,266.9269118,no,GRAN02,GRAN,II0375,41.8 m,15761.78,II0460,5035288.236,2310306.066,199.46,"[232/1, 00311, 00232, 00517]",[]
GRAN03,segmenti,42.6 m,118.0960284,no,GRAN03,GRAN,II0425,36.2 m,3498.94,II0460,5035241.949,2310422.509,82.2,"[232/1, 00232, 00517]",[]
GRAN04,segmenti,48.1 m,335.7433129,no,GRAN04,GRAN,II0315,34 m,14249.51,II0425,5035374.067,2310550.28,296.11,"[00332, 232/1, 00308, 00184, 00232, 00517]",[]
GRAN05,segmenti,43.7 m,120.6659261,no,GRAN05,GRAN,II0285,40.6 m,3983.99,II0315,5035504.709,2310685.753,91.2,"[232/1, 00312, 00232, 00517]",[]
GRAN06,segmenti,49.2 m,217.0043476,no,GRAN06,GRAN,II0235,39.2 m,9526.99,II0285,5035558.08,2310826.808,193.73,"[232/1, 00232, 00517]",[]
GRAN07,segmenti,56.6 m,97.70988494,no,GRAN07,GRAN,II0235,46.6 m,4158.44,II0240,5035591.324,2310945.324,73.44,"[232/1, 00232, 00517]",[]
GRAN08,segmenti,47.8 m,147.1026796,no,GRAN08,GRAN,II0240,30 m,6499.38,II0245,5035586.36,2311055.7,135.91,"[232/1, 00312, 00232, 00430, 00517, 00450]",[]
GRAN09,segmenti,46.6 m,94.22627528,no,GRAN09,GRAN,II0245,40.8 m,2843.98,II0265,5035571.183,2311154.605,60.96,"[232/1, 00312, 00232, 00430, 00517, 00449]",[]
GRAN10,segmenti,57 m,144.7036405,no,GRAN10,GRAN,II0265,45.4 m,6545.75,II0290,5035533.074,2311235.892,114.76,"[232/1, 00232, 00430, 00517, 00449]",[]
GRAN11,segmenti,57.8 m,126.212288,no,GRAN11,GRAN,II0290,51.6 m,3883.8,II0320,5035502.215,2311323.22,67.24,"[232/1, 00232, 00430, 00517]",[]
GRAN12,segmenti,60.2 m,86.55836896,no,GRAN12,GRAN,II0320,53.2 m,1704.9,II0335,5035464.186,2311351.311,28.27,"[232/1, 00232, 00517]",[]
GRAN13,segmenti,69 m,135.0570479,no,GRAN13,GRAN,II0335,56.6 m,4626.45,II0355,5035429.677,2311384.572,66.99,"[232/1, 00232, 00517, 00187, II509]",[00187SC0005]
GRAN14,segmenti,67.8 m,193.1100654,no,GRAN14,GRAN,II0355,45 m,8417.5,II0380,5035369.842,2311459.154,124.14,"[232/1, 00232, 00517, 00187, II509]","[00187SC0003, 00187SC0005]"
GRAN15,segmenti,58.8 m,157.252399,no,GRAN15,GRAN,II0380,47.4 m,6631.25,II0420,5035306.083,2311561.783,112.84,"[232/1, 00331, 00232, 00517]",[00331SC0004]
GRAN16,segmenti,58.7 m,98.2079369,no,GRAN16,GRAN,II0420,47.6 m,2752.71,II0450,5035258.396,2311619.152,46.92,"[232/1, 00232, 00517]",[]
GRAN17,segmenti,45.8 m,148.5471044,no,GRAN17,GRAN,II0450,26.4 m,4723.93,II0525,5035193.952,2311641.124,103.16,"[232/1, 00232, 00517]",[]
GRAN18,segmenti,41.7 m,209.5570541,no,GRAN18,GRAN,II0525,26.4 m,7241.8,II0665,5035065.08,2311615.502,173.57,"[232/1, 00232, 00517, PP523, 00314]",[]
GRAN19,segmenti,53.9 m,113.5939658,no,GRAN19,GRAN,II0665,43.4 m,4106.68,II0695,5034990.417,2311532.798,76.19,"[232/1, 00232, 00517]",[]
GRAN20,segmenti,58.7 m,164.5934567,no,GRAN20,GRAN,II0695,47.4 m,8182.63,II0735,5034942.59,2311431.059,139.32,"[232/1, 00232, 00517, 00187, II509]",[00187SC0010]
GRAN21,segmenti,65 m,138.4998488,no,GRAN21,GRAN,II0735,59.8 m,7308.08,II0770,5034894.774,2311323.129,112.38,"[232/1, 00232, 00517, 00187, II509]","[00187SC0009, 00187SC0010]"
GRAN22,segmenti,68.1 m,111.4174144,no,GRAN22,GRAN,II0770,66.8 m,2957.4,II0775,5034873.697,2311237.694,43.36,"[232/1, 00232, 00517, 00187, II509]",[00187SC0009]
GRAN23,segmenti,71.2 m,114.4220097,no,GRAN23,GRAN,II0775,65.2 m,3552.61,II0785,5034856.335,2311198.257,49.86,"[232/1, 00232, 00517]",[]
GRAN24,segmenti,72.1 m,113.8335523,no,GRAN24,GRAN,II0785,68.7 m,3085.64,II0805,5034843.497,2311152.622,42.78,"[232/1, 00232, 00517]",[]
GRAN25,segmenti,62 m,133.3258095,no,GRAN25,GRAN,II0805,54.2 m,5761.43,II0855,5034813.862,2311099.025,92.95,"[232/1, 00232, 00517]",[]
GRAN26,segmenti,60.6 m,112.7097886,no,GRAN26,GRAN,II0855,53.8 m,4025.3,II0875,5034785.552,2311015.38,66.36,"[232/1, 00232, 00517]",[]
GRAN27,segmenti,52 m,90.80279857,no,GRAN27,GRAN,II0875,47.4 m,2503.87,II0925,5034756.732,2310966.777,48.2,"[232/1, 00232, 00472, 00517]",[]
GRAN28,segmenti,55.4 m,198.5664817,no,GRAN28,GRAN,II0925,34 m,7828.27,II1030,5034670.462,2310949.925,141.27,"[232/1, 00232, 00517]",[]
GRAN29,segmenti,63.7 m,80.47702106,no,GRAN29,GRAN,II1030,52.8 m,3088.72,II1085,5034572.609,2310958.671,48.55,"[232/1, 00232, 00517]",[]
GRAN30,segmenti,56.4 m,110.7192042,no,GRAN30,GRAN,II1085,40.4 m,4039.28,II1135,5034516.953,2310970.929,71.56,"[232/1, 00232, 00517]",[]
GRAN31,segmenti,47.9 m,113.0856549,no,GRAN31,GRAN,II1135,39.2 m,3432.77,II1190,5034446.665,2311000.264,71.65,"[232/1, 00232, 00517]",[]
GRAN32,segmenti,49.5 m,82.41580795,no,GRAN32,GRAN,II1190,46 m,1501.08,II1210,5034418.37,2311043.78,30.33,"[232/1, 00232, 00517]",[]
GRAN33,segmenti,51.8 m,87.5532277,no,GRAN33,GRAN,II1210,45 m,1627.02,II1220,5034397.534,2311065.884,31.37,"[00302, 232/1, 00313, 00232, 00517]","[00313SC0001, 00313SC0002, 00313SC0003, 00313SC0004, 00313SC0005]"
GRAN34,segmenti,50.2 m,94.92490305,no,GRAN34,GRAN,II1220,44.8 m,2298.86,II1235,5034381.686,2311101.92,45.79,"[232/1, 00232, 00517]",[]
GRAN35,segmenti,55.3 m,98.00434892,no,GRAN35,GRAN,II1235,47.4 m,3391.23,II1265,5034359.81,2311153.941,61.3,"[232/1, 00120, 00232, 00517]",[00120SC0001]
GRAN36,segmenti,63.3 m,157.0217431,no,GRAN36,GRAN,II1265,48.8 m,8489.97,II1285,5034342.403,2311242.217,134.21,"[232/1, 00120, 00232, 00517]","[00120SC0001, 00120SC0002]"
GRAN37,segmenti,68.6 m,96.00158085,no,GRAN37,GRAN,II1280,65.8 m,2334.09,II1285,5034341.388,2311332.303,34,"[232/1, 00232, 00517]",[]
GRAN38,segmenti,67.3 m,103.3984246,no,GRAN38,GRAN,II1275,58.4 m,5971.95,II1280,5034344.008,2311392.69,88.71,"[232/1, 00232, 00517]",[]
GRAN39,segmenti,66.3 m,97.63034772,no,GRAN39,GRAN,II1270,61.2 m,2446.69,II1275,5034349.742,2311457.411,36.9,"[232/1, 00232, 00517]",[]
GRAN40,segmenti,88 m,177.224552,no,GRAN40,GRAN,II1245,68.4 m,13822.16,II1270,5034364.774,2311555.387,157.06,"[232/1, 00232, 00517]",[]
GRAN41,segmenti,120.7 m,183.7177701,no,GRAN41,GRAN,II1245,108 m,7108.97,IE1250,5034364.474,2311665.401,58.94,"[232/1, 00232, 00517]",[]
GREC01,segmenti,13 m,271.0222771,no,GREC01,GREC,II0840,9.8 m,2687.64,IE1035,5034697.482,2312292.498,207.11,"[00136, 00232]","[00136SC0005, 00136SC0008, 00136SC0010, 00136SC0016]"
GRIM01,segmenti,4.9 m,50,no,GRIM01,GRIM,II0125,4 m,183.626,II0145,5035768.439,2311371.931,37.56,"[00119, 00232]","[00119SC0002, 00119SC0011]"
GRIM02,segmenti,6.6 m,52.85832637,no,GRIM02,GRIM,II0145,5 m,276.603,II0160,5035730.61,2311348.334,42.18,"[00119, 00232]","[00119SC0002, 00119SC0011, 00119SC0012, 00119SC0015]"
GRIS01,segmenti,4.6 m,135.3612566,no,GRIS01,GRIS,II0450,2.4 m,644.731,II0455,5035238.405,2311723.5,141.26,"[00103, 00232]","[00103SC0002, 00103SC0026]"
GRIS02,segmenti,5.7 m,70.62348908,no,GRIS02,GRIS,II0455,3.2 m,441.995,II0495,5035198.512,2311820.402,77.95,"[00103, 00232]","[00103SC0001, 00103SC0002, 00103SC0003, 00103SC0026, 00103SC0109]"
GUER01,segmenti,3.8 m,95.96284816,no,GUER01,GUER,II0255,2.6 m,313.34,II0310,5035529.115,2311665.575,81.64,"[00112, 00232, 00448]","[00112SC0006, 00112SC0008, 00112SC0009, 00112SC0016, 00112SC0018, 00448SC0003, 00448SC0004, 00448SC0005]"
ISEP01,segmenti,8.1 m,283.6908829,no,ISEP01,ISEP,II1305,6.2 m,2309.23,II1330,5034223.334,2313301.765,283.41,"[00160, 00232, II497, 00218, 00220]",[]
ISEP02,segmenti,9.7 m,103.2691788,no,ISEP02,ISEP,II1330,6.6 m,996.199,IE1340,5034166.313,2313113.213,103.06,"[00160, 00232, 00386, II497, 00218, 00220]",[]
LATE01,segmenti,7 m,175.584385,no,LATE01,LATE,II0575,5.2 m,1221.16,II0615,5035080.487,2312221.086,174.51,"[00103, 00399, 00232]","[00103SC0021, 00103SC0104]"
LATE02,segmenti,11 m,90.21096304,no,LATE02,LATE,II0615,9 m,909.077,II0630,5035043.413,2312357.66,82.69,"[00136, 00232]","[00136SC0006, 00136SC0007, 00136SC0012, 00136SC0018]"
LAVR01,segmenti,65.7 m,445.4057428,no,LAVR01,LAVR,IE1355,41.2 m,21310.63,IE1450,5033935.243,2310182.304,324.48,"[232/1, 00357, 00517]",[]
LEPA01,segmenti,9.4 m,416.0351639,no,LEPA01,LEPA,IE5135,6.5 m,4269.68,II5000,5032418.718,2314120.291,452.15,"[00371, 00379, 00486, PA485, PA488]","[00371SC0001, 00371SC0002, 00371SC0003, 00371SC0008, 00379SC0002]"
LEPA02,segmenti,8.4 m,217.9558235,no,LEPA02,LEPA,II5000,7.6 m,1743.29,II5005,5032186.668,2314146.617,208.62,"[00371, 00379, 00381, PA506]","[00371SC0001, 00371SC0002, 00371SC0003, 00371SC0004, 00371SC0005, 00379SC0002]"
LEPA03,segmenti,10.3 m,602.8189832,no,LEPA03,LEPA,II5005,7.1 m,5281.18,II5010,5031880.7,2314055.442,513.33,"[00371, 00381, PA506]","[00371SC0003, 00371SC0004, 00371SC0005, 00371SC0006, 00371SC0009]"
LIO001,segmenti,7.6 m,88.97706327,no,LIO001,LIO,II0495,4.2 m,675.966,II0565,5035142.176,2311825.547,89.31,"[00103, 00232]","[00103SC0003, 00103SC0009, 00103SC0026, 00103SC0031, 00103SC0109]"
LORE01,segmenti,9.8 m,68.94872371,no,LORE01,LORE,II0615,8.6 m,450.401,II0675,5035025.876,2312304.184,45.78,"[00136, 00232]","[00136SC0007, 00136SC0012, 00136SC0015, 00136SC0018]"
LORE02,segmenti,13.2 m,241.8438782,no,LORE02,LORE,II0675,8.8 m,2430.36,II0840,5034899.178,2312297.026,184.36,"[00136, 00232]","[00136SC0004, 00136SC0008, 00136SC0011, 00136SC0015, 00136SC0016]"
LUCA01,segmenti,8.2 m,170.7212347,si,LUCA01,LUCA,II0735,5.6 m,1259.44,II0880,5034826.51,2311428.812,152.92,"[00099, 00232]","[00099SC0012, 00099SC0013]"
LUCA02,segmenti,8.2 m,50,si,LUCA02,LUCA,II0880,7.4 m,146.514,II0915,5034757.392,2311474.522,17.91,"[00099, 00232]","[00099SC0003, 00099SC0012, 00099SC0013]"
LUCA03,segmenti,8.3 m,50,si,LUCA03,LUCA,II0915,6.8 m,214.486,II0945,5034737.626,2311484.83,25.8,"[00099, 00232]","[00099SC0002, 00099SC0003, 00099SC0012, 00099SC0134]"
LUNA01,segmenti,7.6 m,92.49803451,no,LUNA01,LUNA,II1100,5.6 m,511.942,IE1165,5034494.157,2311742.821,67,"[00006, 00232]","[00006SC0063, 00006SC0110]"
LUST01,segmenti,5.7 m,97.61646257,no,LUST01,LUST,II0060,4.4 m,435.68,II0095,5035920.353,2311219.182,76.29,"[00232, 00155]","[00155SC0001, 00155SC0005, 00155SC0006]"
MADA01,segmenti,10.2 m,50,no,MADA01,MADA,II0165,5.8 m,252.988,II0180,5035688.343,2311328.803,24.72,"[00003, 00119, 00232]","[00003SC0040, 00003SC0095, 00119SC0004, 00119SC0012]"
MADA02,segmenti,6 m,182.1747995,no,MADA02,MADA,II0180,4 m,1231.21,II0290,5035612.711,2311325.112,203.6,"[00003, 00119, 00232]","[00003SC0040, 00003SC0095, 00119SC0004]"
MADO01,segmenti,4.2 m,70.17197834,no,MADO01,MADO,II0490,3.6 m,259.373,II0540,5035151.97,2311185.574,61.35,"[00320, 232/1, 00159, 00517, 00187, II509]","[00320SC0018, 00320SC0019, 00320SC0029, 00187SC0006, 00187SC0007, 00187SC0013]"
MADO02,segmenti,7 m,78.69975598,no,MADO02,MADO,II0540,5.2 m,435.975,II0600,5035095.959,2311223.54,62.59,"[00320, 232/1, 00159, 00517, 00187, II509]","[00320SC0018, 00320SC0020, 00320SC0028, 00320SC0029, 00187SC0002, 00187SC0006, 00187SC0008, 00187SC0013, 00187SC0016]"
MADO03,segmenti,4.7 m,195.1755173,no,MADO03,MADO,II0600,2 m,719.114,II0770,5034988.313,2311245.743,151.51,"[00320, 232/1, 00159, 00517, 00187, II509]","[00320SC0021, 00320SC0028, 00187SC0002, 00187SC0009, 00187SC0016]"
MAGA01,segmenti,7.9 m,65.61178012,no,MAGA01,MAGA,II0650,6.2 m,504.431,II0660,5035019.002,2310440.115,63.91,"[232/1, 00517]",[]
MAGG01,segmenti,8.5 m,170.4562915,no,MAGG01,MAGG,II0790,8 m,1438.73,II0845,5034823.711,2310332.538,169.58,"[00320, 232/1, 00462, 00517, II473]","[00320SC0013, 00320SC0014, 00320SC0031, II473SC0002, II473SC0003, II473SC0009, II473SC0010, II473SC0013, II473SC0015]"
MAGG02,segmenti,11.8 m,77.92379647,no,MAGG02,MAGG,II0845,10.8 m,880.481,II0865,5034792.541,2310205.72,74.61,"[00320, 232/1, 00462, 00517, II473]","[00320SC0012, 00320SC0014, 00320SC0030, 00320SC0031, II473SC0002, II473SC0004, II473SC0007, II473SC0015, II473SC0016]"
MAGG03,segmenti,12.6 m,59.77935649,no,MAGG03,MAGG,II0865,11.4 m,723.481,II0885,5034773.129,2310130.061,57.35,"[00320, 232/1, 00462, 00517, II473]","[00320SC0011, 00320SC0030, II473SC0005, II473SC0007, II473SC0016]"
MALA01,segmenti,15.3 m,389.1039522,no,MALA01,MALA,IE5200,11.6 m,11194.06,II5025,5027745.699,2311626.192,729.63,[],[]
MALA02,segmenti,16.4 m,62.38669511,no,MALA02,MALA,IE5200,13.4 m,931.846,II5025,5027621.249,2311483.783,56.79,[],[]
MALP01,segmenti,6.7 m,153.8554892,no,MALP01,MALP,II1085,5 m,1025.71,II1115,5034525.462,2310858.392,153.45,"[232/1, 00106, 00517]","[00106SC0001, 00106SC0002]"
MALP02,segmenti,8.3 m,52.58873499,no,MALP02,MALP,II1115,6.4 m,415.706,II1125,5034493.592,2310754.775,50.43,"[232/1, 00106, 00517]","[00106SC0001, 00106SC0002, 00106SC0003]"
MALP03,segmenti,6.5 m,56.36115004,no,MALP03,MALP,II1125,4.8 m,338.72,II1140,5034477.705,2310699.212,52.53,"[232/1, 00106, 00517]",[00106SC0001]
MALP04,segmenti,7.7 m,148.4718881,no,MALP04,MALP,II1140,5.8 m,1148.48,II1185,5034453.374,2310601.159,150.01,"[232/1, 00106, 00517]",[00106SC0001]
MARC01,segmenti,5.1 m,51.59507935,no,MARC01,MARC,II0135,4 m,200.208,II0150,5035753.656,2311191.907,39.51,"[00119, 00232]","[00119SC0006, 00119SC0015]"
MARC02,segmenti,6.4 m,116.9823201,no,MARC02,MARC,II0150,4.4 m,627.667,II0200,5035692.372,2311162.089,97.81,"[00119, 00232]",[00119SC0006]
MARC03,segmenti,6.9 m,61.8690892,no,MARC03,MARC,II0200,6.4 m,319.03,II0245,5035627.328,2311133.437,46.36,"[00119, 00232]",[00119SC0006]
MARG01,segmenti,11.2 m,266.5507807,no,MARG01,MARG,II0800,6.6 m,3117.38,II1000,5034732.627,2310558.821,279.08,"[00003, 232/1, 00222, 00219, 00517]","[00003SC0076, 00219SC0006, 00219SC0009, 00219SC0011, 00219SC0012, 00219SC0016, 00219SC0018]"
MARI01,segmenti,8.9 m,88.47844065,no,MARI01,MARI,II0495,6.4 m,769.749,II0510,5035163.947,2311904.922,86.47,"[00103, 00232]","[00103SC0001, 00103SC0003, 00103SC0009, 00103SC0101, 00103SC0109]"
MARI02,segmenti,11.3 m,50,no,MARI02,MARI,II0510,9 m,180.108,II0515,5035145.206,2311957.174,16.03,"[00103, 00232]","[00103SC0007, 00103SC0008, 00103SC0101, 00103SC0108]"
MARI03,segmenti,11.2 m,50,no,MARI03,MARI,II0515,9.2 m,450.478,II0535,5035135.437,2311990.118,40.11,"[00103, 00232]","[00103SC0007, 00103SC0010, 00103SC0102, 00103SC0108]"
MARI04,segmenti,18.9 m,50,no,MARI04,MARI,II0535,16.8 m,405.743,II0545,5035123.699,2312027.053,21.52,"[00103, 00232]","[00103SC0011, 00103SC0012, 00103SC0102, 00103SC0103]"
MARN01,segmenti,8.1 m,363.6468748,no,MARN01,MARN,II0315,5.2 m,2684.89,II0480,5035335.388,2310771.366,331.65,"[232/1, 00102, 00184, 00517]","[00102SC0009, 00102SC0019, 00102SC0022]"
MAUR01,segmenti,4.3 m,292.3798886,no,MAUR01,MAUR,II1025,1.2 m,1092.91,II1285,5034483.054,2311331.058,256.32,"[00099, 00232]","[00099SC0004, 00099SC0011]"
MAVA01,segmenti,9.9 m,207.8590399,no,MAVA01,MAVA,,3.8 m,2146.1,IE5095,5040400.746,2317759.353,0,[],[]
MEGI01,segmenti,6 m,224.9939825,no,MEGI01,MEGI,II0245,2.8 m,1115.26,II0370,5035469.45,2311092.461,187.24,"[232/1, 00113, 00430, 00517, 00449, 00450]","[00113SC0004, 00113SC0005]"
MEGI02,segmenti,7.5 m,117.5002273,no,MEGI02,MEGI,II0370,4.4 m,782.551,II0390,5035344.087,2311086.961,104.88,"[232/1, 00113, 00430, 00517, 00449, 00450]","[00113SC0001, 00113SC0004, 00113SC0005]"
MEGI03,segmenti,13.3 m,50,no,MEGI03,MEGI,II0390,7.8 m,406.05,II0405,5035290.471,2311065.039,30.51,"[232/1, 00113, 00430, 00517, 00450]","[00113SC0001, 00113SC0005]"
MELO01,segmenti,4.3 m,186.6885729,no,MELO01,MELO,II0590,3 m,684.245,II0735,5035012.398,2311313.452,157.63,"[00003, 232/1, 00159, 00517, 00187, II509]","[00003SC0075, 00003SC0112, 00187SC0001, 00187SC0002, 00187SC0010, 00187SC0015]"
MEND01,segmenti,14.2 m,495.5621471,no,MEND01,MEND,IE0305,5.4 m,5719.63,II0535,5035318.716,2312098.27,402.15,"[00157, 00232, 00180]",[00180SC0007]
MICH01,segmenti,4.7 m,119.2973661,no,MICH01,MICH,II0770,2.9 m,484.13,II0890,5034802.549,2311293.987,103.87,[00232],[]
MIRA01,segmenti,5.1 m,140.0550174,no,MIRA01,MIRA,II0410,3 m,608.71,II0495,5035228.301,2311891.459,118.3,"[00103, 00232]","[00103SC0001, 00103SC0009, 00103SC0026, 00103SC0109]"
MISE01,segmenti,19.4 m,95.82414589,no,MISE01,MISE,II0050,17.2 m,1796.96,II0065,5035967.35,2310978.816,92.85,"[00101, 00232]","[00101SC0004, 00101SC0005, 00101SC0006, 00101SC0007, 00101SC0017]"
MISE02,segmenti,14.9 m,107.9036938,no,MISE02,MISE,II0065,11.2 m,1578.05,II0085,5035927.882,2311079.622,105.6,"[00101, 00232]","[00101SC0005, 00101SC0008, 00101SC0012]"
MISE03,segmenti,10.6 m,76.47305252,no,MISE03,MISE,II0085,9 m,784.3,II0095,5035895.552,2311164.014,73.95,"[00101, 00232]","[00101SC0008, 00101SC0012, 00101SC0015]"
MISE04,segmenti,11.1 m,50,no,MISE04,MISE,II0095,10.2 m,254.444,II0110,5035874.131,2311214.362,22.9,"[00101, 00232]","[00101SC0009, 00101SC0015, 00101SC0016]"
MISE05,segmenti,9.2 m,160.4501063,no,MISE05,MISE,II0110,4.6 m,1551.11,II0125,5035831.188,2311309.007,168.63,"[00101, 00232]","[00101SC0010, 00101SC0014, 00101SC0016]"
MISE06,segmenti,8.6 m,203.1144091,no,MISE06,MISE,II0125,6 m,1743.2,II0205,5035719.272,2311460.811,201.79,"[00101, 00232, 00393]","[00101SC0011, 00101SC0014]"
MOCE01,segmenti,4 m,287.5077113,si,MOCE01,MOCE,II0290,2 m,1090.16,II0415,5035378.666,2311191.533,272.43,"[232/1, 00114, 00430, 00517, 00449]","[00114SC0001, 00114SC0004, 00114SC0006]"
MOIS01,segmenti,8.7 m,239.0858858,no,MOIS01,MOIS,II1020,5.2 m,1759.35,II1245,5034509.46,2311587.713,202.29,"[00099, 00232]","[00099SC0009, 00099SC0010]"
MOND01,segmenti,5.7 m,50,no,MOND01,MOND,II0620,4.6 m,193.49,II0655,5035031.825,2311948.26,33.86,"[00103, 00232]","[00103SC0006, 00103SC0007, 00103SC0012, 00103SC0030, 00103SC0107, 00103SC0119]"
