"!!id","!!type","ID dell'isola","dissesto","zoom","primo rilevatore","presenza porta d'acqua","n° anelli acciaio su pav","n° anelli ferro","estensione degrado","estensione dissesto","ID del segmento","tipologia","degrado","ragione giuridica","ID","sovrastruttura","Y","n° anelli ferro su pav","X","note","materiale","scarichi fognari","n° anelli anelli mancanti","n° anelli acciaio","scarichi pluviali","progressivo","lunghezza (m)","jobs","jobItems"
"FAVAPIOM02002506","sponde","FAVA","assente","49.9999999999505","Plotting","no","0","0","nulla","nulla","PIOM02","riva d'acqua","assente","pubblica","FAVAPIOM02002506","assente","5035039.67376466","0","2311876.37760669","","mattoni","1","2","0","0","002506","1.89","[00103, 00232]","[00103SP0601, 00103SP0602, 00103SP0603]"
"FAVAPIOM02002507","sponde","FAVA","assente","49.999999999974","Plotting","no","0","0","nulla","nulla","PIOM02","sponda sotto ponte","assente","pubblica","FAVAPIOM02002507","assente","5035038.75392222","0","2311877.58980261","","pietra","1","2","0","0","002507","1.16","[00103, 00232]","[00103SP0602, 00103SP0603, 00103SP0604]"
"FAVAPIOM02002508","sponde","FAVA","assente","50.0000000000661","Plotting","si","0","0","nulla","nulla","PIOM02","sponda","assente","privata","FAVAPIOM02002508","muro di cinta","5035036.8742442","0","2311881.08620446","","pietra","0","0","0","2","002508","6.78","[00103, 00232]","[00103SP0603, 00103SP0604, 00103SP0605]"
"FAVAPIOM02002509","sponde","FAVA","assente","50.000000000235","Plotting","no","0","0","nulla","nulla","PIOM02","sponda","assente","privata","FAVAPIOM02002509","muro di cinta","5035037.95405923","0","2311885.32476708","","pietra","2","0","0","0","002509","11.44","[00103, 00232]","[00103SP0604, 00103SP0605, 00103SP0606]"
"FAVAPIOM02002510","sponde","FAVA","assente","49.9999999996522","Plotting","no","0","0","nulla","nulla","PIOM02","sponda sotto ponte","assente","pubblica","FAVAPIOM02002510","assente","5035035.51447711","0","2311894.12349533","","pietra","0","0","0","0","002510","1.07","[00103, 00232]","[00103SP0605, 00103SP0606, 00103SP0607]"
"FAVAPIOM02002511","sponde","FAVA","assente","49.9999999999655","Plotting","no","0","0","nulla","nulla","PIOM02","riva d'acqua","assente","pubblica","FAVAPIOM02002511","non rilevato","5035035.01456274","0","2311895.76449525","","pietra","1","2","0","0","002511","2.35","[00103, 00232]","[00103SP0606, 00103SP0607, 00103SP0608]"
"FAVAPIOM02002512","sponde","FAVA","assente","50.0000000000531","Plotting","no","0","0","nulla","nulla","PIOM02","sponda","assente","privata","FAVAPIOM02002512","assente","5035033.73478195","0","2311901.0008518","","pietra","1","0","0","1","002512","8.4","[00103, 00232]","[00103SP0577, 00103SP0607, 00103SP0608]"
"FAVAPIOM02002513","sponde","FAVA","assente","49.9999999999797","Plotting","no","0","0","nulla","nulla","PIOM02","sponda","assente","privata","FAVAPIOM02002513","assente","5035035.2845165","0","2311931.09959414","","pietra","2","0","0","1","002513","10.44","[00103, 00232]","[00103SP0379, 00103SP0584, 00103SP0585]"
"FAVAPIOM02002514","sponde","FAVA","assente","49.9999999998833","Plotting","si","0","1","nulla","nulla","PIOM02","sponda","assente","privata","FAVAPIOM02002514","muro di cinta","5035081.59658369","0","2311814.97617228","","pietra","2","1","0","1","002514","23.2","[00103, 00232]","[00103SP0593, 00103SP0698]"
"FAVAZULI01002444","sponde","FAVA","assente","49.999999999999","Plotting","no","0","0","generalizzata","nulla","ZULI01","sponda","leggero","pubblica","FAVAZULI01002444","non rilevato","5034839.72801342","2","2311952.52330181","","pietra","1","3","0","0","002444","8.25","[00103, 00232]","[00103SP0743]"
"FAVAZULI01002515","sponde","FAVA","assente","50.000000000316","Plotting","no","0","0","generalizzata","nulla","ZULI01","sponda","leggero","privata","FAVAZULI01002515","non rilevato","5034909.87599776","0","2311811.80137353","","pietra","1","0","0","2","002515","10.53","[00103, 00232]","[00103SP0700, 00103SP0702]"
"FAVAZULI01002516","sponde","FAVA","medio","49.9999999999317","Plotting","si","0","0","generalizzata","puntuale","ZULI01","sponda","leggero","privata","FAVAZULI01002516","non rilevato","5034910.14595152","0","2311822.19987054","","pietra","1","0","0","2","002516","14.42","[00103, 00232]","[00103SP0700, 00103SP0702, 00103SP0704]"
"FAVAZULI01002517","sponde","FAVA","assente","49.9999999998056","Plotting","si","0","0","puntuale","nulla","ZULI01","sponda","leggero","privata","FAVAZULI01002517","non rilevato","5034910.52588644","0","2311837.73576933","","pietra","2","0","0","0","002517","16.57","[00103, 00399, 00232]","[00103SP0702, 00103SP0704, 00103SP0707]"
"FAVAZULI01002518","sponde","FAVA","assente","49.9999999998621","Plotting","no","0","0","generalizzata","nulla","ZULI01","sponda sotto ponte","leggero","pubblica","FAVAZULI01002518","non rilevato","5034910.69585733","0","2311849.19803011","","mattoni","0","0","0","0","002518","7.74","[00103, 00399, 00232]","[00103SP0704, 00103SP0707, 00103SP0709]"
"FAVAZULI01002519","sponde","FAVA","assente","50.0000000000311","Plotting","no","0","0","generalizzata","nulla","ZULI01","riva d'acqua","medio","pubblica","FAVAZULI01002519","non rilevato","5034913.90530758","0","2311854.04681381","","pietra","1","2","0","0","002519","4.8","[00103, 00399, 00232]","[00103SP0707, 00103SP0709, 00103SP0710]"
"FAVAZULI01002520","sponde","FAVA","leggero","50.0000000000306","Plotting","si","0","0","generalizzata","puntuale","ZULI01","sponda","medio","privata","FAVAZULI01002520","non rilevato","5034914.31523736","0","2311856.33926596","","composito","0","0","0","0","002520","4.01","[00103, 00232]","[00103SP0709, 00103SP0710, 00103SP0745]"
"FAVAZULI01002521","sponde","FAVA","assente","50.0000000003361","Plotting","no","0","0","generalizzata","nulla","ZULI01","sponda sotto ponte","leggero","pubblica","FAVAZULI01002521","non rilevato","5034910.05596693","0","2311863.57945659","","pietra","0","0","0","0","002521","6.92","[00103, 00232]","[00103SP0712, 00103SP0713, 00103SP0745]"
"FAVAZULI01002522","sponde","FAVA","assente","49.9999999998315","Plotting","si","0","0","generalizzata","nulla","ZULI01","sponda","leggero","privata","FAVAZULI01002522","non rilevato","5034906.32660573","0","2311871.55356176","","pietra","1","0","0","0","002522","10.77","[00103, 00232]","[00103SP0712, 00103SP0713, 00103SP0714]"
"FAVAZULI01002523","sponde","FAVA","assente","50.0000000000851","Plotting","si","0","0","generalizzata","nulla","ZULI01","sponda","leggero","privata","FAVAZULI01002523","non rilevato","5034903.5770767","0","2311876.45182284","","pietra","1","0","0","0","002523","12.45","[00103, 00232]","[00103SP0713, 00103SP0714, 00103SP0716]"
"FAVAZULI01002524","sponde","FAVA","assente","50.0000000000672","Plotting","si","0","0","generalizzata","nulla","ZULI01","sponda","leggero","privata","FAVAZULI01002524","non rilevato","5034896.05836458","0","2311888.16147055","","pietra","0","0","0","0","002524","3.39","[00103, 00232]","[00103SP0714, 00103SP0716, 00103SP0718]"
"FAVAZULI01002525","sponde","FAVA","assente","50.0000000002685","Plotting","no","0","0","generalizzata","nulla","ZULI01","sponda","leggero","pubblica","FAVAZULI01002525","non rilevato","5034893.08887323","0","2311891.38574679","Cavi","mattoni","1","0","0","0","002525","5.49","[00103, 00232]","[00103SP0716, 00103SP0718, 00103SP0719]"
"FAVAZULI01002526","sponde","FAVA","assente","49.9999999999346","Plotting","no","0","0","generalizzata","nulla","ZULI01","riva d'acqua","leggero","pubblica","FAVAZULI01002526","non rilevato","5034890.21936474","0","2311893.78539994","","pietra","0","0","0","0","002526","1.97","[00103, 00232]","[00103SP0718, 00103SP0719, 00103SP0720]"
"FAVAZULI01002527","sponde","FAVA","assente","49.9999999998615","Plotting","no","0","0","generalizzata","nulla","ZULI01","sponda sotto ponte","leggero","pubblica","FAVAZULI01002527","non rilevato","5034885.08024503","0","2311898.12291734","","pietra","0","0","0","0","002527","4.14","[00103, 00232]","[00103SP0721, 00103SP0722, 00103SP0723]"
"FAVAZULI01002528","sponde","FAVA","assente","50.0000000002144","Plotting","si","0","0","generalizzata","nulla","ZULI01","sponda","leggero","privata","FAVAZULI01002528","non rilevato","5034874.51205525","0","2311904.87658035","","mattoni","2","0","0","1","002528","17.64","[00103, 00232]","[00103SP0722, 00103SP0723, 00103SP0728]"
"FAVAZULI01002529","sponde","FAVA","assente","49.999999999973","Plotting","si","0","0","generalizzata","nulla","ZULI01","sponda","leggero","privata","FAVAZULI01002529","non rilevato","5034864.84371135","0","2311911.16020821","","pietra","1","0","0","0","002529","5.41","[00103, 00232]","[00103SP0723, 00103SP0728, 00103SP0730]"
"FAVAZULI01002530","sponde","FAVA","assente","49.999999999634","Plotting","no","0","0","generalizzata","nulla","ZULI01","riva d'acqua","leggero","privata","FAVAZULI01002530","non rilevato","5034861.72424568","0","2311913.06508752","","pietra","0","0","0","0","002530","1.88","[00103, 00232]","[00103SP0728, 00103SP0730, 00103SP0731]"
"FAVAZULI01002531","sponde","FAVA","assente","50.0000000000172","Plotting","no","0","1","generalizzata","nulla","ZULI01","sponda","leggero","privata","FAVAZULI01002531","non rilevato","5034853.44566372","0","2311917.0232783","","pietra","0","0","0","2","002531","8.92","[00103, 00232]","[00103SP0730, 00103SP0731, 00103SP0733]"
"FAVAZULI01002532","sponde","FAVA","assente","49.9999999999346","Plotting","si","0","0","generalizzata","nulla","ZULI01","sponda","medio","privata","FAVAZULI01002532","non rilevato","5034844.99711088","0","2311920.99796154","","pietra","1","0","0","1","002532","16.1","[00103, 00232]","[00103SP0731, 00103SP0733, 00103SP0737]"
"FAVAZULI01002533","sponde","FAVA","leggero","50.0000000000545","Plotting","no","0","0","generalizzata","puntuale","ZULI01","sponda","leggero","privata","FAVAZULI01002533","non rilevato","5034827.08017987","0","2311934.44756395","","pietra","1","0","1","1","002533","22.48","[00103, 00232]","[00103SP0733, 00103SP0737, 00103SP0742]"
"FAVAZULI01002534","sponde","FAVA","assente","50.0000000003992","Plotting","no","0","0","generalizzata","nulla","ZULI01","sponda sotto ponte","leggero","pubblica","FAVAZULI01002534","non rilevato","5034829.95968664","0","2311942.28972942","","pietra","1","0","0","0","002534","3.46","[00103, 00232]","[00103SP0737, 00103SP0742, 00103SP0743]"
"FAVAZULI01002535","sponde","FAVA","assente","50.0000000001583","Plotting","no","0","0","generalizzata","nulla","ZULI01","sponda","leggero","pubblica","FAVAZULI01002535","non rilevato","5034831.47942633","0","2311945.77788504","","pietra","0","0","0","0","002535","5.53","[00103, 00232]","[00103SP0742, 00103SP0743]"
"FAVAZULI01002536","sponde","FAVA","assente","50.0000000002725","Plotting","no","0","1","generalizzata","nulla","ZULI01","sponda","medio","pubblica","FAVAZULI01002536","non rilevato","5034888.33968672","0","2311895.35218379","","mattoni","0","1","0","0","002536","2.93","[00103, 00232]","[00103SP0719, 00103SP0720, 00103SP0721]"
"FAVAZULI01002537","sponde","FAVA","assente","50.0000000001475","Plotting","no","0","0","nulla","nulla","ZULI01","sponda sotto ponte","assente","pubblica","FAVAZULI01002537","non rilevato","5034886.30003609","0","2311897.05915357","","non rilevato","0","0","0","0","002537","2.39","[00103, 00232]","[00103SP0720, 00103SP0721, 00103SP0722]"
"FAVAZULI01008852","sponde","FAVA","non rilevato","49.9999999999772","NR","no","999","999","non rilevato","non rilevato","ZULI01","non definita","non rilevato","non definita","FAVAZULI01008852","non rilevato","5034912.09561756","999","2311858.04623574","","non rilevato","999","0","999","999","008852","3.85","[00103, 00232]","[00103SP0710, 00103SP0712, 00103SP0745]"
"FELICMIS03002538","sponde","FELI","assente","49.9999999999978","Plotting","si","0","0","generalizzata","nulla","CMIS03","sponda","medio","privata","FELICMIS03002538","non rilevato","5035662.90701088","0","2311580.69250927","","pietra","0","0","0","0","002538","11.49","[00003, 00112, 00232]","[00112SP0066]"
"FELIFELI01002545","sponde","FELI","assente","50.0000000000372","Plotting","no","0","0","generalizzata","nulla","FELI01","sponda","medio","privata","FELIFELI01002545","non rilevato","5035654.38847003","0","2311585.15372012","","pietra","0","0","0","0","002545","10.6","[00003, 00112, 00232]","[00112SP0066, 00112SP0067]"
"FELIFELI01002546","sponde","FELI","assente","49.9999999998962","Plotting","no","0","0","generalizzata","nulla","FELI01","sponda","medio","privata","FELIFELI01002546","non rilevato","5035642.05058338","0","2311578.06196166","","pietra","0","0","0","0","002546","19.55","[00003, 00112, 00232]","[00112SP0066, 00112SP0067, 00112SP0069]"
"FELIFELI01002547","sponde","FELI","assente","49.9999999995478","Plotting","no","0","0","generalizzata","nulla","FELI01","sponda","leggero","pubblica","FELIFELI01002547","non rilevato","5035625.90334925","0","2311562.74871111","","pietra","0","0","0","0","002547","12.8","[00003, 00112, 00232]","[00112SP0067, 00112SP0069, 00112SP0071]"
"FELIFELI01002548","sponde","FELI","assente","49.9999999999636","Plotting","no","0","0","generalizzata","nulla","FELI01","sponda sotto ponte","leggero","pubblica","FELIFELI01002548","non rilevato","5035624.5135873","0","2311561.58599257","","pietra","0","0","0","0","002548","2.94","[00003, 00112, 00232]","[00112SP0069, 00112SP0071, 00112SP0073]"
"FELIFELI01002549","sponde","FELI","assente","50.0000000001618","Plotting","no","0","0","generalizzata","nulla","FELI01","sponda","leggero","pubblica","FELIFELI01002549","non rilevato","5035621.47410794","0","2311558.76578164","","mattoni","0","0","0","1","002549","5.34","[00003, 00112, 00232]","[00112SP0071, 00112SP0073, 00112SP0328]"
"FELIFELI01002550","sponde","FELI","assente","49.9999999998035","Plotting","no","0","2","generalizzata","nulla","FELI01","riva d'acqua","leggero","pubblica","FELIFELI01002550","non rilevato","5035618.83456006","0","2311556.21769633","","pietra","0","0","0","0","002550","2","[00003, 00112, 00232]","[00112SP0073, 00112SP0074, 00112SP0328]"
"FELIFELI01002551","sponde","FELI","assente","49.9999999999871","Plotting","no","0","0","generalizzata","nulla","FELI01","sponda","leggero","pubblica","FELIFELI01002551","non rilevato","5035616.86489745","0","2311554.32930949","","mattoni","0","0","0","0","002551","3.45","[00003, 00112, 00232]","[00112SP0074, 00112SP0075, 00112SP0328]"
"FELIFELI01002552","sponde","FELI","assente","50.0000000000817","Plotting","no","0","0","generalizzata","nulla","FELI01","sponda sotto ponte","leggero","pubblica","FELIFELI01002552","non rilevato","5035614.74526052","0","2311552.19353571","","pietra","0","0","0","0","002552","2.56","[00003, 00112, 00232]","[00112SP0074, 00112SP0075, 00112SP0076]"
"FELIFELI01002553","sponde","FELI","assente","50.0000000000087","Plotting","no","0","0","generalizzata","nulla","FELI01","sponda","leggero","pubblica","FELIFELI01002553","non rilevato","5035595.91848536","0","2311535.50316463","","mattoni","1","0","0","1","002553","38.33","[00003, 00112, 00232]","[00112SP0075, 00112SP0076, 00112SP0335]"
"FELIFELI02002554","sponde","FELI","assente","49.9999999998661","Plotting","no","0","0","generalizzata","nulla","FELI02","sponda","medio","pubblica","FELIFELI02002554","non rilevato","5035556.39525531","0","2311506.66609561","","mattoni","1","0","0","0","002554","13.08","[00112, 00232]","[00112SP0079, 00112SP0080, 00112SP0337]"
"FELIFELI02002555","sponde","FELI","assente","50.0000000000735","Plotting","no","0","0","generalizzata","nulla","FELI02","sponda","medio","pubblica","FELIFELI02002555","non rilevato","5035569.77296384","0","2311515.87713538","","mattoni","0","0","0","1","002555","18.09","[00112, 00232]","[00112SP0079, 00112SP0336, 00112SP0337]"
"FELIFELI02002556","sponde","FELI","assente","50.0000000001913","Plotting","no","0","2","generalizzata","nulla","FELI02","riva d'acqua","medio","pubblica","FELIFELI02002556","non rilevato","5035550.20631542","0","2311502.41104053","","pietra","0","0","0","0","002556","1.94","[00112, 00232]","[00112SP0080, 00112SP0082, 00112SP0337]"
"FELIFELI02002557","sponde","FELI","assente","49.9999999998661","Plotting","no","0","1","generalizzata","nulla","FELI02","sponda","leggero","pubblica","FELIFELI02002557","non rilevato","5035546.67691997","0","2311499.97840245","","mattoni","3","0","0","0","002557","31.46","[00112, 00232]","[00112SP0080, 00112SP0082, 00112SP0084]"
"FELIFELI02002558","sponde","FELI","medio","50.0000000003771","Plotting","no","0","1","generalizzata","puntuale","FELI02","riva d'acqua","medio","pubblica","FELIFELI02002558","non rilevato","5035521.90116381","0","2311484.57444337","","pietra","0","1","0","0","002558","7.27","[00112, 00232]","[00112SP0082, 00112SP0084, 00112SP0085]"
"FELIFELI02002559","sponde","FELI","assente","49.99999999975","Plotting","no","0","0","generalizzata","nulla","FELI02","sponda sotto ponte","medio","pubblica","FELIFELI02002559","non rilevato","5035514.37245341","0","2311478.24958436","","pietra","0","0","0","0","002559","5.63","[00112, 00232]","[00112SP0084, 00112SP0085, 00112SP0087]"
"FELIFELI02002560","sponde","FELI","assente","49.9999999996712","Plotting","no","0","1","generalizzata","nulla","FELI02","sponda","leggero","pubblica","FELIFELI02002560","non rilevato","5035511.91287471","0","2311476.84772513","","mattoni","1","0","0","0","002560","3.48","[00112, 00232]","[00112SP0085, 00112SP0087, 00112SP0088]"
"FELIFELI02002561","sponde","FELI","assente","50.0000000000133","Plotting","no","0","0","generalizzata","nulla","FELI02","sponda","leggero","pubblica","FELIFELI02002561","non rilevato","5035509.13335081","0","2311475.2314639","","mattoni","1","0","0","0","002561","2.96","[00112, 00232]","[00112SP0087, 00112SP0088, 00112SP0089]"
"FELIFELI02002562","sponde","FELI","assente","50.0000000002618","Plotting","no","0","1","generalizzata","nulla","FELI02","sponda","medio","pubblica","FELIFELI02002562","non rilevato","5035497.06541793","0","2311468.21392151","","mattoni","3","0","0","0","002562","17.86","[00112, 00232]","[00112SP0088, 00112SP0089, 00112SP0092]"
"FELIFELI02002563","sponde","FELI","assente","50.0000000003593","Plotting","no","0","0","generalizzata","nulla","FELI02","riva d'acqua","medio","pubblica","FELIFELI02002563","non rilevato","5035491.17642666","0","2311464.75050459","","pietra","0","2","0","0","002563","2.87","[00112, 00232]","[00112SP0089, 00112SP0092, 00112SP0093]"
"FELIFELI02002564","sponde","FELI","assente","50.0000000001652","Plotting","no","0","0","generalizzata","nulla","FELI02","sponda","medio","pubblica","FELIFELI02002564","non rilevato","5035487.26709629","0","2311462.43331374","","pietra","1","0","0","0","002564","6.21","[00112, 00232]","[00112SP0092, 00112SP0093, 00112SP0094]"
"FELIFELI02002565","sponde","FELI","assente","49.9999999997492","Plotting","no","0","0","generalizzata","nulla","FELI02","sponda sotto ponte","leggero","pubblica","FELIFELI02002565","non rilevato","5035481.63806049","0","2311458.95340435","","pietra","0","0","0","0","002565","7.03","[00112, 00232]","[00112SP0093, 00112SP0094, 00112SP0095]"
"FELIFELI02002566","sponde","FELI","assente","50.0000000000223","Plotting","no","0","0","generalizzata","nulla","FELI02","sponda","leggero","pubblica","FELIFELI02002566","non rilevato","5035478.04867531","0","2311456.63621351","","pietra","0","0","0","0","002566","1.5","[00112, 00232]","[00112SP0094, 00112SP0095, 00112SP0096]"
"FELIFELI02002567","sponde","FELI","assente","49.9999999997551","Plotting","si","0","0","generalizzata","nulla","FELI02","sponda","medio","privata","FELIFELI02002567","non rilevato","5035475.19916341","0","2311455.07767589","","pietra","5","2","0","3","002567","26.67","[00112, 00232]","[00112SP0095, 00112SP0096, 00112SP0097]"
"FELIFELI02002568","sponde","FELI","assente","50.0000000000167","Plotting","no","0","0","generalizzata","nulla","FELI02","sponda","medio","privata","FELIFELI02002568","non rilevato","5035449.753522","0","2311435.15478234","","pietra","0","0","0","1","002568","16.26","[00112, 00232]","[00112SP0096, 00112SP0097]"
"FELIGRAN12002569","sponde","FELI","assente","49.9999999996669","Plotting","si","0","0","generalizzata","nulla","GRAN12","sponda","medio","privata","FELIGRAN12002569","non rilevato","5035487.03713568","0","2311375.58401115","","pietra","1","0","0","0","002569","19.21","[00368, 00232]","[]"
"FELIGRAN13002570","sponde","FELI","assente","50.0000000002306","Plotting","si","0","0","generalizzata","nulla","GRAN13","sponda","medio","privata","FELIGRAN13002570","non rilevato","5035477.06884315","0","2311387.59876941","","pietra","0","0","0","0","002570","15.8","[00232]","[]"
"FELIGRAN13002571","sponde","FELI","assente","50.0000000000885","Plotting","no","0","0","generalizzata","nulla","GRAN13","sponda","medio","privata","FELIGRAN13002571","non rilevato","5035467.73044273","0","2311398.78890458","","pietra","0","0","0","0","002571","5.8","[00232]","[]"
"FELIGRAN13002572","sponde","FELI","assente","50.0000000000132","Plotting","no","0","0","generalizzata","nulla","GRAN13","sponda","medio","pubblica","FELIGRAN13002572","non rilevato","5035465.60080751","0","2311401.45243713","","pietra","1","0","0","0","002572","1.02","[00232]","[]"
"FELIGRAN13002573","sponde","FELI","assente","49.9999999998409","Plotting","no","0","0","generalizzata","nulla","GRAN13","riva d'acqua","medio","pubblica","FELIGRAN13002573","non rilevato","5035463.74112606","0","2311403.77787421","","pietra","0","0","0","0","002573","4.92","[00232]","[]"
"FELIGRAN13002574","sponde","FELI","assente","49.9999999999867","Plotting","no","0","0","generalizzata","nulla","GRAN13","sponda","medio","pubblica","FELIGRAN13002574","non rilevato","5035460.17173746","0","2311408.24733129","","pietra","0","0","0","0","002574","6.5","[00232]","[]"
"FELIGRAN13002575","sponde","FELI","assente","50.0000000000185","Plotting","no","0","0","generalizzata","nulla","GRAN13","sponda","medio","pubblica","FELIGRAN13002575","non rilevato","5035457.65216904","0","2311411.37265276","Pontile in legno","pietra","0","0","0","0","002575","2.36","[00232]","[]"
"FELIGRAN13002576","sponde","FELI","assente","49.9999999999853","Plotting","no","0","0","generalizzata","nulla","GRAN13","sponda","leggero","pubblica","FELIGRAN13002576","non rilevato","5035454.44271879","0","2311415.38032092","","pietra","0","0","0","0","002576","7.04","[00232]","[]"
"FELIGRAN13002577","sponde","FELI","assente","49.9999999996797","Plotting","no","0","0","generalizzata","nulla","GRAN13","sponda","medio","privata","FELIGRAN13002577","non rilevato","5035451.22327025","0","2311419.57765239","","pietra","0","0","0","0","002577","3.53","[00232]","[]"
"FELIGRAN13002578","sponde","FELI","assente","49.9999999998021","Plotting","si","0","0","generalizzata","nulla","GRAN13","sponda","medio","privata","FELIGRAN13002578","non rilevato","5035446.0241608","0","2311423.91516978","","pietra","0","0","0","0","002578","14.57","[00112, 00232]","[00112SP0097]"
"FELIII0205002539","sponde","FELI","medio","49.9999999999946","Plotting","no","0","0","generalizzata","puntuale","II0205","sponda","medio","privata","FELIII0205002539","non rilevato","5035635.27174454","0","2311539.86542069","","mattoni","2","0","0","1","002539","14.77","[00232]","[]"
"FELIII0210002540","sponde","FELI","assente","50.0000000000896","Plotting","si","0","0","generalizzata","nulla","II0210","sponda","medio","privata","FELIII0210002540","non rilevato","5035622.89386475","0","2311507.68038196","","pietra","1","0","0","1","002540","3.18","[00232]","[]"
"FELIII0210002541","sponde","FELI","assente","50.0000000000622","Plotting","no","0","0","generalizzata","nulla","II0210","sponda","medio","privata","FELIII0210002541","non rilevato","5035621.5041028","0","2311505.00860318","","mattoni","1","0","0","1","002541","2.85","[00232]","[]"
"FELIII0230002542","sponde","FELI","assente","49.9999999998776","Plotting","si","0","0","generalizzata","nulla","II0230","sponda","medio","privata","FELIII0230002542","non rilevato","5035592.61905053","0","2311463.35689153","","pietra","0","0","0","0","002542","9.13","[00232]","[]"
"FELIII0250002543","sponde","FELI","assente","49.999999999954","Plotting","no","0","2","generalizzata","nulla","II0250","riva d'acqua","medio","pubblica","FELIII0250002543","non rilevato","5035582.98070148","0","2311525.83033593","","pietra","0","0","0","0","002543","3.43","[00003, 00112, 00232]","[00112SP0076, 00112SP0335, 00112SP0336]"
"FELIII0250002544","sponde","FELI","assente","49.9999999998979","Plotting","no","0","0","generalizzata","nulla","II0250","sponda","medio","pubblica","FELIII0250002544","non rilevato","5035579.04137625","0","2311522.86993908","","mattoni","0","0","0","0","002544","6.42","[00112, 00232]","[00112SP0079, 00112SP0335, 00112SP0336]"
"FELINOAL01002579","sponde","FELI","assente","50.0000000001209","Plotting","no","0","0","generalizzata","nulla","NOAL01","sponda","medio","privata","FELINOAL01002579","non rilevato","5035659.28763085","0","2311568.99935402","","pietra","0","0","0","1","002579","19.47","[00232]","[]"
"FELINOAL01002580","sponde","FELI","assente","50.000000000046","Plotting","si","0","0","generalizzata","nulla","NOAL01","sponda","medio","privata","FELINOAL01002580","non rilevato","5035646.46982641","0","2311556.46508324","","pietra","2","0","0","1","002580","16.34","[00232]","[]"
"FELINOAL01002581","sponde","FELI","assente","50.0000000002225","Plotting","no","0","0","generalizzata","nulla","NOAL01","sponda sotto ponte","medio","pubblica","FELINOAL01002581","non rilevato","5035638.62117081","0","2311548.98575193","","mattoni","0","0","0","0","002581","5.32","[00232]","[]"
"FELINOAL02002582","sponde","FELI","assente","50.0000000000719","Plotting","si","0","0","generalizzata","nulla","NOAL02","sponda","medio","privata","FELINOAL02002582","non rilevato","5035632.34224633","0","2311527.45484336","","mattoni","6","0","0","1","002582","10.68","[00232]","[]"
"FELINOAL02002583","sponde","FELI","assente","50.0000000000497","Plotting","si","0","0","generalizzata","nulla","NOAL02","sponda","medio","privata","FELINOAL02002583","non rilevato","5035628.64288","0","2311518.96122566","","mattoni","0","0","0","1","002583","8.01","[00232]","[]"
"FELINOAL02002584","sponde","FELI","assente","50.0000000000359","Plotting","no","0","0","generalizzata","nulla","NOAL02","sponda","medio","privata","FELINOAL02002584","non rilevato","5035624.98350681","0","2311512.3807335","","pietra","0","0","0","1","002584","7.08","[00232]","[]"
"FELINOAL03002585","sponde","FELI","assente","50.0000000001424","Plotting","si","0","2","generalizzata","nulla","NOAL03","sponda","medio","privata","FELINOAL03002585","non rilevato","5035618.47462172","0","2311500.05261849","","mattoni","4","2","0","1","002585","19.63","[00232]","[]"
"FELINOAL03002586","sponde","FELI","assente","49.9999999999442","Plotting","si","0","0","generalizzata","nulla","NOAL03","sponda","medio","privata","FELINOAL03002586","non rilevato","5035604.06708959","0","2311480.08849377","","pietra","1","0","0","1","002586","18.64","[00232]","[]"
"FELINOAL03002587","sponde","FELI","assente","49.9999999997822","Plotting","no","0","0","generalizzata","nulla","NOAL03","riva d'acqua","medio","pubblica","FELINOAL03002587","non rilevato","5035598.19809489","0","2311471.70207707","","pietra","0","0","0","1","002587","1.8","[00232]","[]"
"FELINOAL03002588","sponde","FELI","assente","50.0000000003701","Plotting","si","0","0","generalizzata","nulla","NOAL03","sponda","medio","privata","FELINOAL03002588","non rilevato","5035596.42839802","0","2311469.05503699","","pietra","2","2","0","0","002588","4.56","[00232]","[]"
"FELINOAL04002589","sponde","FELI","assente","49.9999999999986","Plotting","no","0","0","generalizzata","nulla","NOAL04","sponda","medio","privata","FELINOAL04002589","non rilevato","5035588.18980922","0","2311457.45259029","","pietra","0","0","0","0","002589","5.64","[00232]","[]"
"FELINOAL04002590","sponde","FELI","assente","49.9999999998466","Plotting","no","0","0","generalizzata","nulla","NOAL04","sponda","medio","privata","FELINOAL04002590","non rilevato","5035585.76022538","0","2311454.7230879","","pietra","0","0","0","0","002590","1.65","[00368, 00232]","[00368SP0022]"
"FELINOAL04002591","sponde","FELI","assente","49.9999999996871","Plotting","si","0","0","generalizzata","nulla","NOAL04","sponda","medio","privata","FELINOAL04002591","non rilevato","5035581.89088816","0","2311449.81658059","","pietra","0","0","0","0","002591","10.85","[00368, 00232]","[00368SP0006, 00368SP0022]"
"FELINOAL04002592","sponde","FELI","assente","50.0000000002426","Plotting","no","0","0","generalizzata","nulla","NOAL04","riva d'acqua","medio","pubblica","FELINOAL04002592","non rilevato","5035578.65144304","0","2311443.91227935","","pietra","0","0","0","0","002592","3.64","[00368, 00232]","[00368SP0006, 00368SP0007, 00368SP0022]"
"FELINOAL04002593","sponde","FELI","assente","50.0000000003604","Plotting","no","0","0","generalizzata","nulla","NOAL04","sponda","medio","privata","FELINOAL04002593","non rilevato","5035576.95173419","0","2311441.10031466","","mattoni","0","0","0","0","002593","4.52","[00368, 00232]","[00368SP0006, 00368SP0007, 00368SP0008]"
