"id","Title","wiki_title","Wet Dredge Cost (Euro)","Start Date","Wet Dredged (m^3)","Dry Dredge Cost (Euro)","Dry Dredged (m^3)","Segment IDs","Mud Volume (m^3)","Average Depth (cm)","State","End Date","Landfill Cost (Euro)","Note","Target Depth (cm)"
"00102SC0015","Job Item 00102SC0015","Job Item 00102SC0015","0.0",,"0.0","50507.12","590.85","FRAR1,FRAR2,STIN","866.2","64.0","Finished","1998-06-30","0.0",,"180.0"
"00102SC0014","Job Item 00102SC0014","Job Item 00102SC0014","0.0",,"0.0","0.0","388.42","ERBE,POLO3,POLO4,POLO5","1587.89",,"Finished","2000-06-30","0.0","Scheda senza costo","180.0"
"00102SC0013","Job Item 00102SC0013","Job Item 00102SC0013","0.0",,"0.0","10469.98","158.13","AMAL,POLO3,POLO4","306.8","149.0","Finished","1999-10-31","0.0","scheda divisa in 3 segmenti","180.0"
"00102SC0012","Job Item 00102SC0012","Job Item 00102SC0012","0.0",,"0.0","19015.34","287.7","AGOS,FRAR1,POLO2,STIN","643.87","111.0","Finished","1999-03-31","0.0",,"180.0"
"00102SC0011","Job Item 00102SC0011","Job Item 00102SC0011","0.0",,"0.0","61143.93","925.0","FRES,MUNE,PANT","1213.79","92.0","Finished","1998-03-31","0.0","scheda unione delle tre schede aventi 3 diverse date di scavo","180.0"
"00102SC0010","Job Item 00102SC0010","Job Item 00102SC0010","0.0",,"0.0","60576.65","916.6","FRES,PANT","1179.72","83.0","Finished","1997-07-15","0.0",,"180.0"
"00145SC0001","Job Item 00145SC0001","Job Item 00145SC0001","0.0","2001-11-15","0.0","98917.96","858.888","GAFF","1116.37","111.0","Finished","2004-03-20","0.0","fanghi segnati tutti come A; in realtà somma di U+A","180.0"
"00301SC0001","Job Item 00301SC0001","Job Item 00301SC0001","6317.3",,"556.0","0.0","354.0","CAND01","1678.25",,"Finished","2000-09-28","9399.52","Valori retificati con nuova scheda di giugno 2001 (910 m3 secco)","180.0"
"00003SC0074","Job Item 00003SC0074","Job Item 00003SC0074","0.0",,"23.0","0.0","0.0","APON1,BECA1,BECA2","53.52","108.0","Finished","1997-01-01","0.0",,"180.0"
"00120SC0002","Job Item 00120SC0002","Job Item 00120SC0002","15654.39","2004-03-15","421.27","21749.74","307.33","GRAN36,TORE","1569.84","106.0","Finished","2006-09-11","0.0",,"180.0"
"00316SC0005","Job Item 00316SC0005","Job Item 00316SC0005","61784.0",,"1627.0","0.0","0.0",,"1704.19",,"Finished","1999-12-01","18072.87","Scavo in corrispondnza della fondamenta e per la realizzazione della darsena di appoggio per liberare area d'intervento. Solo DARSENA, variato dopo avanzamento 2001","220.0"
"00003SC0075","Job Item 00003SC0075","Job Item 00003SC0075","0.0",,"976.0","0.0","0.0","APON1,APON2,MELO","588.46","94.0","Finished","1997-01-01","0.0",,"180.0"
"00120SC0001","Job Item 00120SC0001","Job Item 00120SC0001","21975.68","2004-09-20","591.38","0.0","0.0","GRAN35,GRAN36,VIO","1176.84","150.0","Finished","2006-09-11","0.0",,"200.0"
"00003SC0076","Job Item 00003SC0076","Job Item 00003SC0076","0.0",,"966.0","0.0","0.0","MARG","654.65","159.0","Finished","1998-01-01","0.0",,"180.0"
"00102SC0019","Job Item 00102SC0019","Job Item 00102SC0019","0.0",,"0.0","75029.42","1135.33","MARN,MUNE,ORIO3,ZUAN","1411.34","63.0","Finished","1998-07-31","0.0","unione di tre schede scavo in asciutto","180.0"
"00102SC0018","Job Item 00102SC0018","Job Item 00102SC0018","0.0",,"0.0","135623.37","2051.86","FRES,MUNE,ZUAN","2523.65","57.0","Finished","1998-03-31","0.0",,"180.0"
"00102SC0017","Job Item 00102SC0017","Job Item 00102SC0017","0.0",,"0.0","55849.26","845.1","FRAR2,TOMA","928.94","70.0","Finished","1998-03-31","0.0",,"180.0"
"00102SC0016","Job Item 00102SC0016","Job Item 00102SC0016","0.0",,"0.0","19763.66","472.48","FRAR1,FRAR2,TOMA","289.32","64.0","Finished","1998-03-31","0.0",,"180.0"
"00330SC0001","Job Item 00330SC0001","Job Item 00330SC0001","0.0",,"0.0","0.0","0.0",,"0.0",,"InProgress",,"0.0","NON ESCAVO MA RIEMPIMENTO","180.0"
"00003SC0081","Job Item 00003SC0081","Job Item 00003SC0081","0.0",,"211.9","0.0","0.0","RAFF1,RAFF2","518.6","152.0","Finished","1998-01-01","0.0",,"180.0"
"00371SC0001","Job Item 00371SC0001","Job Item 00371SC0001","116650.88","2002-02-01","1919.09","0.0","0.0","LEPA01,LEPA02,SCUO01","3328.85",,"Finished","2003-10-16","21301.9","Il costo dello scavo è comprensivo di tutte le lavorazioni pertinenti, ovvvero salpamenti, sottoservizi, ecc.","180.0"
"00371SC0002","Job Item 00371SC0002","Job Item 00371SC0002","144870.23","2002-02-01","2566.61","0.0","0.0","LEPA01,LEPA02,SCUO01","5848.81",,"Finished","2003-10-16","28489.37","Il costo dello scavo è comprensivo di tutte le lavorazioni pertinenti, ovvvero salpamenti, sottoservizi, ecc.","180.0"
"00003SC0046","Job Item 00003SC0046","Job Item 00003SC0046","0.0",,"124.0","0.0","0.0","PRIU2","402.56","126.0","Finished","1998-01-01","0.0",,"180.0"
"00180SC0001","Job Item 00180SC0001","Job Item 00180SC0001","0.0",,"0.0","0.0","0.01","PANA1,PANA2","980.29","110.0","InProgress",,"0.0",,"180.0"
"00180SC0002","Job Item 00180SC0002","Job Item 00180SC0002","0.0",,"0.0","0.0","0.01","PANA1,PANA2,WIDM3","868.25","104.0","InProgress",,"0.0",,"180.0"
"00003SC0047","Job Item 00003SC0047","Job Item 00003SC0047","0.0",,"60.0","0.0","0.0","FELI1,PRIU1","185.74","131.0","Finished","1998-01-01","0.0",,"180.0"
"00003SC0042","Job Item 00003SC0042","Job Item 00003SC0042","0.0",,"96.3","0.0","0.0","ANDR2","34.07","169.0","Finished","1998-01-01","0.0",,"180.0"
"00180SC0005","Job Item 00180SC0005","Job Item 00180SC0005","0.0",,"0.0","0.0","0.01","WIDM1,WIDM2","81.7","128.0","InProgress",,"0.0",,"180.0"
"00003SC0041","Job Item 00003SC0041","Job Item 00003SC0041","0.0",,"176.5","0.0","0.0","ANDR1","79.47","166.0","Finished","1998-01-01","0.0",,"180.0"
"00180SC0006","Job Item 00180SC0006","Job Item 00180SC0006","0.0",,"0.0","0.0","0.01","PANA2,PANA3,WIDM3","140.97","123.0","InProgress",,"0.0",,"180.0"
"00003SC0044","Job Item 00003SC0044","Job Item 00003SC0044","0.0",,"81.0","0.0","0.0","PRIU3","153.25","152.0","Finished","1998-01-01","0.0",,"180.0"
"00180SC0003","Job Item 00180SC0003","Job Item 00180SC0003","0.0",,"0.0","0.0","0.01","PANA3,WIDM3","452.17","100.0","InProgress",,"0.0",,"180.0"
"PF546SC0001","Job Item PF546SC0001","Job Item PF546SC0001",,,"0.0",,"0.01",,"0.0","265.0","Finished",,,,"180.0"
"00003SC0043","Job Item 00003SC0043","Job Item 00003SC0043","0.0",,"363.8","0.0","0.0","GOZZ","257.62","158.0","Finished","1998-01-01","0.0",,"180.0"
"00180SC0004","Job Item 00180SC0004","Job Item 00180SC0004","0.0",,"0.0","0.0","0.01","WIDM1,WIDM2","406.85","128.0","InProgress",,"0.0",,"180.0"
"00009SC0084","Job Item 00009SC0084","Job Item 00009SC0084","0.0",,"138.0","0.0","0.01","TROV3","304.78","157.0","Finished","1989-01-01","0.0",,"200.0"
"00009SC0083","Job Item 00009SC0083","Job Item 00009SC0083","0.0",,"486.0","0.0","0.01","TROV2","1471.16","141.0","Finished","1989-01-01","0.0",,"200.0"
"00009SC0082","Job Item 00009SC0082","Job Item 00009SC0082","0.0",,"1350.0","0.0","0.01","VIO","1223.91","148.0","Finished","1993-01-01","0.0",,"200.0"
"00367SC0004","Job Item 00367SC0004","Job Item 00367SC0004","1966.55","2001-10-02","44.8","1178.8","17.56","PONT01","19.91","150.0","Finished","2002-06-15","501.26",,"180.0"
"00367SC0001","Job Item 00367SC0001","Job Item 00367SC0001","1646.7","2001-10-02","37.51","0.0","0.0","PONT01","12.12","151.0","Finished","2002-06-15","592.4",,"180.0"
"00367SC0002","Job Item 00367SC0002","Job Item 00367SC0002","1646.7","2001-10-02","37.51","0.0","0.0","PONT01","12.9","151.0","Finished","2002-06-15","592.4",,"180.0"
"00367SC0003","Job Item 00367SC0003","Job Item 00367SC0003","1299.52","2001-10-02","29.6","778.97","11.6","PONT01","12.31","151.0","Finished","2002-06-15","331.24",,"180.0"
"00413SC0008","Job Item 00413SC0008","Job Item 00413SC0008","0.0",,"0.0","0.0","306.83","GIAR3","0.0",,"Finished","2006-06-14","0.0","dati sui mc di fanghi complessivi della commessa erano 1841 (21/12/2006), avanzamento da indicazioni ing. Turlon (18/07/05)","180.0"
"00119SC0012","Job Item 00119SC0012","Job Item 00119SC0012","0.0",,"0.0","0.0","0.01","FOSC1,FOSC2,GRIM2,MADA1","1978.27","63.0","Finished",,"0.0","avanzamento da indicazioni ing. Turlon (03/08/2005)","180.0"
"00413SC0009","Job Item 00413SC0009","Job Item 00413SC0009","0.0","2006-10-01","0.0","1636.65","306.83","GIAR3","0.0",,"Finished","2006-06-14","0.0","dati sui mc di fanghi complessivi della commessa erano 1841 (21/12/2006), avanzamento da indicazioni ing. Turlon (18/07/05)","180.0"
"00003SC0058","Job Item 00003SC0058","Job Item 00003SC0058","0.0",,"2789.0","0.0","0.0","ELEN","-517.65","189.0","Finished","1998-01-01","0.0",,"180.0"
"00413SC0006","Job Item 00413SC0006","Job Item 00413SC0006","15383.87","2006-01-01","37590.0","0.0","306.83","GIAR3","0.0",,"Finished","2006-06-14","0.0","dati sui mc di fanghi complessivi della commessa erano 1841 (21/12/2006), avanzamento da indicazioni ing. Turlon (18/07/05)","180.0"
"00413SC0007","Job Item 00413SC0007","Job Item 00413SC0007","0.0",,"0.0","0.0","306.83","GIAR3","0.0",,"Finished","2006-06-14","0.0","dati sui mc di fanghi complessivi della commessa erano 1841 (21/12/2006), avanzamento da indicazioni ing. Turlon (18/07/05)","180.0"
"00119SC0011","Job Item 00119SC0011","Job Item 00119SC0011","0.0",,"0.0","0.0","0.01","GRIM1,GRIM2,TRAP","640.39","130.0","Finished",,"0.0",,"180.0"
"00413SC0004","Job Item 00413SC0004","Job Item 00413SC0004","11048.0","2004-11-15","270.0","0.0","306.83","PIER1,PIER2","0.0",,"Finished","2006-06-14","0.0","dati sui mc di fanghi complessivi della commessa erano 1841 (21/12/2006), avanzamento da indicazioni ing. Turlon (18/07/05)","180.0"
"00413SC0005","Job Item 00413SC0005","Job Item 00413SC0005","11048.4","2004-11-15","270.0","0.0","306.83","PIER1,PIER2,PIER3","0.0",,"Finished","2006-06-14","0.0","dati sui mc di fanghi complessivi della commessa erano 1841 (21/12/2006), avanzamento da indicazioni ing. Turlon (18/07/05)","180.0"
"00119SC0015","Job Item 00119SC0015","Job Item 00119SC0015","0.0",,"0.0","0.0","0.01","FOSC1,GRIM2,MARC1,SERV1,SERV2","-320.51","20.0","Finished",,"0.0","avanzamento da indicazioni ing. Turlon (03/08/2005)","180.0"
"00009SC0093","Job Item 00009SC0093","Job Item 00009SC0093","0.0",,"202.0","0.0","0.01","CREA3","663.94","121.0","Finished","1996-01-01","0.0",,"180.0"
"00119SC0009","Job Item 00119SC0009","Job Item 00119SC0009","0.0",,"0.0","0.0","0.01","SERV1,SERV2","431.94","126.0","Finished",,"0.0",,"180.0"
"00006SC0063","Job Item 00006SC0063","Job Item 00006SC0063","0.0",,"0.0","0.0","356.0","LUNA,REAL","71.67","166.0","Finished","1997-01-01","0.0",,"180.0"
"00119SC0004","Job Item 00119SC0004","Job Item 00119SC0004","0.0",,"905.0","0.0","616.0","FOSC1,FOSC2,MADA1,MADA2","385.89","154.0","Finished",,"0.0","dati sui mc di fanghi complessivi della commessa (18/03/2005)","180.0"
"00003SC0021","Job Item 00003SC0021","Job Item 00003SC0021","0.0",,"1268.8","0.0","0.0","SCUD1,VIGN","460.03","161.0","Finished","1998-01-01","0.0",,"180.0"
"00119SC0006","Job Item 00119SC0006","Job Item 00119SC0006","0.0",,"0.0","0.0","0.01","MARC1,MARC2,MARC3,SERV2","470.23","139.0","Finished",,"0.0","avanzamento da indicazioni ing. Turlon (03/08/2005)","180.0"
"00003SC0024","Job Item 00003SC0024","Job Item 00003SC0024","0.0",,"639.3","0.0","0.0","SCUD1,SCUD2,VIGN","866.11","133.0","Finished","1998-01-01","0.0",,"180.0"
"00003SC0026","Job Item 00003SC0026","Job Item 00003SC0026","0.0",,"634.0","0.0","0.0","DIO","979.91","123.0","Finished","1998-01-01","0.0",,"180.0"
"00119SC0002","Job Item 00119SC0002","Job Item 00119SC0002","0.0",,"0.0","0.0","0.01","FOSC1,GRIM1,GRIM2,SERV2,TRAP","573.15","65.0","Finished",,"0.0",,"180.0"
"00300SC0001","Job Item 00300SC0001","Job Item 00300SC0001","0.0",,"11200.0","0.0","0.0",,"0.0",,"Finished","1998-01-01","0.0","Segmento non in DB; elemento ridisegnato il 19/9/02 secondo dwg piano; NON ESCAVO MA RIEMPIMENTO",
"00003SC0040","Job Item 00003SC0040","Job Item 00003SC0040","0.0",,"197.0","0.0","0.0","MADA1,MADA2","235.28","87.0","Finished","1998-01-01","0.0",,"180.0"
"00003SC0033","Job Item 00003SC0033","Job Item 00003SC0033","0.0",,"3119.0","0.0","0.0","SENS1","3844.13","97.0","Finished","1998-01-01","0.0",,"180.0"
"00009SC0079","Job Item 00009SC0079","Job Item 00009SC0079","0.0",,"13.0","0.0","48.0","NOVO2,NOVO3","-536.56","246.0","Finished","1996-01-01","0.0",,"200.0"
"00003SC0032","Job Item 00003SC0032","Job Item 00003SC0032","0.0",,"454.0","0.0","0.0","MUTI,SENS5,SENS6","145.02","157.0","Finished","1998-01-01","0.0",,"180.0"
"00009SC0078","Job Item 00009SC0078","Job Item 00009SC0078","0.0",,"44.0","0.0","153.0","NOVO1","-1219.9","237.0","Finished","1996-01-01","0.0",,"200.0"
"00003SC0031","Job Item 00003SC0031","Job Item 00003SC0031","0.0",,"321.0","0.0","0.0","SENS2,SENS3,TRAS","193.51","140.0","Finished","1998-01-01","0.0",,"180.0"
"00009SC0077","Job Item 00009SC0077","Job Item 00009SC0077","0.0",,"0.0","0.0","213.0","NOVO3,NOVO4","-1620.2","246.0","Finished","1996-01-01","0.0",,"200.0"
"00003SC0030","Job Item 00003SC0030","Job Item 00003SC0030","0.0",,"108.5","0.0","0.0","SCUD1,SCUD2","182.57","137.0","Finished","1998-01-01","0.0",,"180.0"
"00003SC0037","Job Item 00003SC0037","Job Item 00003SC0037","0.0",,"949.0","0.0","0.0","MUTI,SENS5","1412.31","96.0","Finished","1998-01-01","0.0",,"180.0"
"00003SC0036","Job Item 00003SC0036","Job Item 00003SC0036","0.0",,"290.0","0.0","0.0","SENS4","616.37","107.0","Finished","1998-01-01","0.0",,"180.0"
"00003SC0035","Job Item 00003SC0035","Job Item 00003SC0035","0.0",,"532.8","0.0","0.0","SENS3,TRAS","683.13","95.0","Finished","1998-01-01","0.0",,"180.0"
"00003SC0034","Job Item 00003SC0034","Job Item 00003SC0034","0.0",,"2348.0","0.0","0.0","SENS2,TRAS","3024.18","80.0","Finished","1998-01-01","0.0",,"180.0"
"00003SC0039","Job Item 00003SC0039","Job Item 00003SC0039","0.0",,"54.0","0.0","0.0","FELI1,PRIU1","449.08","127.0","Finished","1998-01-01","0.0",,"180.0"
"00003SC0038","Job Item 00003SC0038","Job Item 00003SC0038","0.0",,"1256.0","0.0","0.0","MUTI,SENS6","1915.42","99.0","Finished","1998-01-01","0.0",,"180.0"
"00187SC0010","Job Item 00187SC0010","Job Item 00187SC0010","0.0",,"0.0","0.0","0.01","APON1,APON2,GRAN20,GRAN21,MELO","6.84",,"InProgress",,"0.0",,"180.0"
"II473SC0008","Job Item II473SC0008","Job Item II473SC0008","0.0",,"0.0","0.0","0.01","CAZZ,NOVO3,NOVO4,TREP1","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0009","Job Item II473SC0009","Job Item II473SC0009","0.0",,"0.0","0.0","0.01","CAZZ,MAGG1,TREP2","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0006","Job Item II473SC0006","Job Item II473SC0006","0.0",,"0.0","0.0","0.01","BRIA,TENT1,TREP3","0.0",,"Finished",,"0.0",,"180.0"
"00319SC0001","Job Item 00319SC0001","Job Item 00319SC0001","10120.8",,"108.87","0.0","0.0","CDON02","3301.19","143.0","Finished","2000-12-01","1208.87","scavi solo in corrispondenza della fondamenta","180.0"
"II473SC0007","Job Item II473SC0007","Job Item II473SC0007","0.0",,"0.0","0.0","0.01","BRIA,MAGG2,MAGG3,TENT2","0.0",,"Finished",,"0.0",,"180.0"
"00319SC0002","Job Item 00319SC0002","Job Item 00319SC0002","89714.91",,"2499.0","0.0","0.0",,"2425.43",,"Finished","1999-12-31","27753.86","Darsena di appoggio per liberare area d'intervento, variato dopo avanzamento 2001","220.0"
"II473SC0004","Job Item II473SC0004","Job Item II473SC0004","0.0",,"0.0","0.0","0.01","CAZZ,MAGG2,TENT2","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0005","Job Item II473SC0005","Job Item II473SC0005","0.0",,"0.0","0.0","0.01","MAGG3,TENT2","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0002","Job Item II473SC0002","Job Item II473SC0002","0.0",,"0.0","0.0","0.01","CAZZ,MAGG1,MAGG2,TREP1,TREP2","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0003","Job Item II473SC0003","Job Item II473SC0003","0.0",,"0.0","0.0","0.01","CAZZ,MAGG1,TREP2,TREP3","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0001","Job Item II473SC0001","Job Item II473SC0001","0.0",,"0.0","0.0","0.01","BOTE,TREP3","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0010","Job Item II473SC0010","Job Item II473SC0010","0.0",,"0.0","0.0","0.01","BOTE,MAGG1,TENT1,TREP3","0.0",,"Finished",,"0.0",,"180.0"
"00303SC0005","Job Item 00303SC0005","Job Item 00303SC0005","0.0",,"1443.0","0.0","0.0","ASSA02,PONT01","436.7","151.0","Finished","1997-11-25","0.0",,"180.0"
"00303SC0004","Job Item 00303SC0004","Job Item 00303SC0004","0.0",,"1309.0","0.0","0.0","ASSA01,ASSA02,GIUD01,PONT01","368.76","153.0","Finished","1998-03-17","0.0",,"180.0"
"00187SC0009","Job Item 00187SC0009","Job Item 00187SC0009","0.0",,"0.0","0.0","0.01","APON2,GRAN21,GRAN22,MADO3","7.19",,"InProgress",,"0.0",,"180.0"
"00303SC0003","Job Item 00303SC0003","Job Item 00303SC0003","0.0",,"3996.0","0.0","0.0","TERR01","1218.89","148.0","Finished","1998-05-20","0.0",,"180.0"
"00187SC0008","Job Item 00187SC0008","Job Item 00187SC0008","0.0",,"0.0","0.0","0.01","APON2,CASS2,MADO2","4.36",,"InProgress",,"0.0",,"180.0"
"00303SC0002","Job Item 00303SC0002","Job Item 00303SC0002","0.0",,"3403.0","0.0","0.0","ASSA01,ASSA02,GIUD01","1122.68","140.0","Finished","1998-03-17","0.0",,"180.0"
"00003SC0104","Job Item 00003SC0104","Job Item 00003SC0104","0.0",,"1036.0","0.0","0.0","NICO1,RAFF1,RAFF2","382.7","151.0","Finished","1998-01-01","0.0",,"180.0"
"00187SC0007","Job Item 00187SC0007","Job Item 00187SC0007","0.0",,"0.0","0.0","0.01","2TOR1,2TOR2,CASS2,MADO1","2.59",,"InProgress",,"0.0",,"180.0"
"00303SC0001","Job Item 00303SC0001","Job Item 00303SC0001","0.0",,"624.0","0.0","0.0","ASSA01,ASSA02,GIUD01","229.98","143.0","Finished","1998-03-17","0.0",,"180.0"
"00187SC0006","Job Item 00187SC0006","Job Item 00187SC0006","0.0",,"0.0","0.0","0.01","CASS1,CASS2,MADO1,MADO2","3.09",,"InProgress",,"0.0",,"180.0"
"00187SC0005","Job Item 00187SC0005","Job Item 00187SC0005","0.0",,"0.0","0.0","0.01","CASS1,CASS2,GRAN13,GRAN14","12.64",,"InProgress",,"0.0",,"180.0"
"00187SC0004","Job Item 00187SC0004","Job Item 00187SC0004","0.0",,"0.0","0.0","0.01","APON1,BECA1,BECA2","0.74",,"InProgress",,"0.0",,"180.0"
"00187SC0003","Job Item 00187SC0003","Job Item 00187SC0003","0.0",,"0.0","0.0","0.01","BECA1,BECA2,GRAN14","10.89",,"InProgress",,"0.0",,"180.0"
"00331SC0004","Job Item 00331SC0004","Job Item 00331SC0004","0.0",,"25.0","0.0","0.0","GRAN15","387.58","244.0","Finished","2000-06-30","0.0","scavo eseguito nell'ambito dl risanamento della sponda","500.0"
"00187SC0002","Job Item 00187SC0002","Job Item 00187SC0002","0.0",,"0.0","0.0","0.01","APON2,MADO2,MADO3,MELO","1.99",,"InProgress",,"0.0",,"180.0"
"00187SC0001","Job Item 00187SC0001","Job Item 00187SC0001","0.0",,"0.0","0.0","0.01","APON1,BECA2,MELO","3.89",,"InProgress",,"0.0",,"180.0"
"00115SC0007","Job Item 00115SC0007","Job Item 00115SC0007","0.0",,"0.0","0.0","0.01","DIO,MRTI1","550.12","148.0","Finished",,"0.0",,"180.0"
"00115SC0008","Job Item 00115SC0008","Job Item 00115SC0008",,,"0.0",,"0.01","GORN,MRTI2","73.03","107.0","Finished",,,,"180.0"
"00115SC0009","Job Item 00115SC0009","Job Item 00115SC0009",,,"0.0",,"0.01","SCUD1,VIGN","39.17","148.0","Finished",,,,"180.0"
"00115SC0004","Job Item 00115SC0004","Job Item 00115SC0004","0.0",,"0.0","0.0","0.01","GORN,SCUD1,SCUD2,VIGN","755.54","139.0","Finished",,"0.0",,"180.0"
"00507SC0001","Job Item 00507SC0001","Job Item 00507SC0001",,,,"800000.0","80000.0",,"0.0","250.0","Finished","2011-03-14","0.0","da telefonata con Balducci e contabilità cantiere","250.0"
"00115SC0005","Job Item 00115SC0005","Job Item 00115SC0005","0.0",,"0.0","0.0","0.01","MRTI1,SCUD1,SCUD2","165.59","141.0","Finished",,"0.0",,"180.0"
"II473SC0015","Job Item II473SC0015","Job Item II473SC0015","0.0",,"0.0","0.0","0.01","CAZZ,MAGG1,MAGG2","0.0",,"Finished",,"0.0",,"180.0"
"00398SC0002","Job Item 00398SC0002","Job Item 00398SC0002","0.0","2004-11-02","0.01","0.0","0.01","CDON02","0.0",,"Finished","2008-12-18","0.0","dati sui mc di scavo trasmessi a voce (23/03/2006)","180.0"
"II473SC0016","Job Item II473SC0016","Job Item II473SC0016","0.0",,"0.0","0.0","0.01","MAGG2,MAGG3,TENT2","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0017","Job Item II473SC0017","Job Item II473SC0017","0.0",,"0.0","0.0","0.01","BRIA,TENT1,TENT2","0.0",,"Finished",,"0.0",,"180.0"
"00115SC0002","Job Item 00115SC0002","Job Item 00115SC0002","0.0",,"0.0","0.0","0.01","DIO,GORN,MRTI1,SCUD2","33.66","148.0","Finished",,"0.0",,"180.0"
"II473SC0011","Job Item II473SC0011","Job Item II473SC0011","0.0",,"0.0","0.0","0.01","CAZZ,TREP1,TREP2","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0012","Job Item II473SC0012","Job Item II473SC0012","0.0",,"0.0","0.0","0.01","BOTE","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0013","Job Item II473SC0013","Job Item II473SC0013","0.0",,"0.0","0.0","0.01","MAGG1,TREP2,TREP3","0.0",,"Finished",,"0.0",,"180.0"
"II473SC0014","Job Item II473SC0014","Job Item II473SC0014","0.0",,"0.0","0.0","0.01","BOTE,TENT1,TREP3","0.0",,"Finished",,"0.0",,"180.0"
"00398SC0001","Job Item 00398SC0001","Job Item 00398SC0001","0.0","2004-11-02","370.0","0.0","510.0","CDON02","0.0",,"Finished","2008-12-18","0.0","dati sui mc di scavo trasmessi a voce (23/03/2006)","180.0"
"00003SC0112","Job Item 00003SC0112","Job Item 00003SC0112","0.0",,"228.0","0.0","0.0","APON1,BECA2,MELO","315.27","99.0","Finished","1997-01-01","0.0",,"180.0"
"00003SC0117","Job Item 00003SC0117","Job Item 00003SC0117","0.0",,"638.8","0.0","0.0","MORT,PPIC2","-102.48","188.0","Finished","1998-01-01","0.0",,"180.0"
"00187SC0016","Job Item 00187SC0016","Job Item 00187SC0016","0.0",,"0.0","0.0","0.01","APON2,MADO2,MADO3","0.0",,"InProgress",,"0.0",,"180.0"
"00003SC0118","Job Item 00003SC0118","Job Item 00003SC0118","0.0",,"721.3","0.0","0.0","PPIC1","-41.64","183.0","Finished","1998-01-01","0.0",,"180.0"
"00187SC0015","Job Item 00187SC0015","Job Item 00187SC0015","0.0",,"0.0","0.0","0.01","APON1,APON2,MELO","0.0",,"InProgress",,"0.0",,"180.0"
"00003SC0115","Job Item 00003SC0115","Job Item 00003SC0115","0.0",,"1681.0","0.0","0.0","GIAR3","4349.92","152.0","Finished","1998-01-01","0.0",,"220.0"
"00003SC0116","Job Item 00003SC0116","Job Item 00003SC0116","0.0",,"756.8","0.0","0.0","MORT,PPIC3","-41.27","183.0","Finished","1998-01-01","0.0",,"180.0"
"00187SC0013","Job Item 00187SC0013","Job Item 00187SC0013","0.0",,"0.0","0.0","0.01","CASS2,MADO1,MADO2","0.0",,"InProgress",,"0.0",,"180.0"
"00179SC0007","Job Item 00179SC0007","Job Item 00179SC0007","0.0",,"0.0","0.0","0.01","ALVI,ORTO1,TRAS,ZECC","0.0","153.0","InProgress",,"0.0",,"180.0"
"00179SC0005","Job Item 00179SC0005","Job Item 00179SC0005","0.0",,"0.0","0.0","0.01","ALVI,ORTO1,ZECC","0.0","140.0","InProgress",,"0.0",,"180.0"
"00179SC0006","Job Item 00179SC0006","Job Item 00179SC0006","0.0",,"0.0","0.0","0.01","BRAZ,ORTO1,ORTO2","0.0","122.0","InProgress",,"0.0",,"180.0"
"00179SC0003","Job Item 00179SC0003","Job Item 00179SC0003","0.0",,"0.0","0.0","0.01","BRAZ,ORTO1,TRAS,ZECC","0.0","159.0","InProgress",,"0.0",,"180.0"
"00179SC0004","Job Item 00179SC0004","Job Item 00179SC0004","0.0",,"0.0","0.0","0.01","BRAZ,MUTI,ORTO2","0.0","153.0","InProgress",,"0.0",,"180.0"
"00179SC0001","Job Item 00179SC0001","Job Item 00179SC0001","0.0",,"0.0","0.0","0.01","MUTI,ORTO3,SACM","0.0","185.0","InProgress",,"0.0",,"180.0"
"00179SC0002","Job Item 00179SC0002","Job Item 00179SC0002","0.0",,"0.0","0.0","0.01","ALVI,SENS1,TRAS,ZECC","0.0","167.0","InProgress",,"0.0",,"180.0"
"00115SC0010","Job Item 00115SC0010","Job Item 00115SC0010",,,"0.0",,"0.01","GORN,MRTI1,MRTI2","185.33","88.0","Finished",,,,"180.0"
"00115SC0011","Job Item 00115SC0011","Job Item 00115SC0011",,,"0.0",,"0.01","GORN,SCUD1","88.7","88.0","Finished",,,,"180.0"
"00101SC0012","Job Item 00101SC0012","Job Item 00101SC0012","0.0",,"0.0","177974.95","1680.0","GHET,MISE2,MISE3","1073.07","112.0","Finished","1999-03-31","0.0",,"180.0"
"00003SC0122","Job Item 00003SC0122","Job Item 00003SC0122","0.0",,"1105.0","0.0","0.0","CROC","688.32","152.0","Finished","1998-01-01","0.0",,"180.0"
"00101SC0011","Job Item 00101SC0011","Job Item 00101SC0011","0.0",,"0.0","104801.5","1221.0","MISE6","1237.67","109.0","Finished","1997-09-30","0.0",,"180.0"
"00003SC0123","Job Item 00003SC0123","Job Item 00003SC0123","0.0",,"147.8","0.0","0.0","NICO1,RAFF2","1405.44","84.0","Finished","1998-01-01","0.0",,"180.0"
